    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    1    4        13   10        0.31436        212.529        211.101          -10.461          -10.723         0.14142E+00    0.14644E+00    1
    2    5        14   11        0.27984        202.299        201.104          -10.532          -10.824         0.14142E+00    0.14558E+00    1
    3    6        15   12        0.15640        192.004        191.406          -10.582          -10.857         0.14142E+00    0.14142E+00    0
    4    7        16   13        0.08701        182.055        182.368          -10.615          -10.861         0.14142E+00    0.14142E+00    0
    5    8        17   14        0.43956        171.050        172.560          -10.652          -10.880         0.14142E+00    0.14142E+00    0
    6    9        18   15        0.87494        159.562        162.378          -10.701          -10.942         0.14142E+00    0.14142E+00    0
    7   10        19   16        1.29791        146.360        150.325          -10.777          -11.036         0.14142E+00    0.14352E+00    1
    8   11        20   17        1.41148        133.260        138.069          -10.874          -11.164         0.14142E+00    0.15849E+00    1
    9   12        21   18        1.46855        118.986        124.068          -11.020          -11.359         0.14142E+00    0.16877E+00    1
   10   13        22   19        1.48231        104.708        109.299          -11.215          -11.602         0.14142E+00    0.17014E+00    1
   11   14        23   20        1.46225         91.133         94.706          -11.448          -11.857         0.14142E+00    0.16217E+00    1
   12   15        24   21        1.44041         78.465         80.866          -11.743          -12.083         0.14142E+00    0.14469E+00    1
    1    4        16   13        0.34975        140.980        142.239          -11.665          -11.619         0.14142E+00    0.15944E+00    1
    2    5        17   14        0.86412        127.960        130.473          -11.840          -11.848         0.14142E+00    0.15004E+00    1
    3    6        18   15        1.49445        114.864        118.731          -12.032          -12.036         0.14142E+00    0.14885E+00    1
    4    7        19   16        1.83719        101.293        106.452          -12.251          -12.213         0.14142E+00    0.16445E+00    1
    5    8        20   17        2.17060         88.678         94.943          -12.472          -12.388         0.14142E+00    0.17734E+00    1
    6    9        21   18        2.44472         76.203         83.007          -12.748          -12.611         0.14142E+00    0.18704E+00    1
    7   10        22   19        2.41817         64.734         71.116          -13.101          -12.885         0.14142E+00    0.19719E+00    1
    8   11        23   20        2.34450         54.262         59.303          -13.563          -13.203         0.14142E+00    0.19465E+00    1
    9   12        24   21        2.16080         45.110         48.396          -14.156          -13.497         0.14142E+00    0.18039E+00    1
    1    4        19   16        1.34259         83.704         87.865          -13.811          -12.997         0.14142E+00    0.19007E+00    1
    2    5        20   17        1.61009         74.010         79.053          -14.199          -13.417         0.14142E+00    0.20234E+00    1
    3    6        21   18        1.90259         64.378         69.911          -14.632          -13.795         0.14142E+00    0.20816E+00    1
    4    7        22   19        2.17468         55.497         60.768          -15.114          -14.153         0.14142E+00    0.20426E+00    1
    5    8        23   20        2.25100         47.484         51.676          -15.659          -14.471         0.14142E+00    0.19386E+00    1
    6    9        24   21        1.90413         40.452         43.185          -16.289          -14.659         0.14142E+00    0.18528E+00    1
    1    4        22   19        1.46689         56.361         60.359          -16.080          -14.584         0.14142E+00    0.21613E+00    1
    2    5        23   20        1.42774         51.786         54.684          -16.444          -15.059         0.14142E+00    0.19528E+00    1
    3    6        24   21        0.97195         47.504         48.867          -16.817          -15.256         0.14142E+00    0.17065E+00    1
