298
1	1	2	4	3	2.643810001844491	-15.049545
2	2	3	5	4	2.6114350748632815	-15.022188
3	3	4	6	5	2.3016992689732416	-14.830879
4	4	5	7	6	2.2156184131945347	-14.872774
5	5	6	8	7	2.2166106366500333	-14.872763
6	6	7	9	8	2.3005822353167376	-14.830762
7	7	8	10	9	2.609588100465889	-15.021744
8	8	9	11	10	2.639156358232479	-15.048718
9	9	10	12	11	2.592472743246144	-15.021486
10	10	11	13	12	2.569620788993303	-15.009235
11	11	12	14	13	2.563928079108804	-15.003923
12	12	13	15	14	2.5595581010682973	-15.001244
13	13	14	16	15	2.5581065928344366	-14.999736
14	14	15	17	16	2.5568019256771604	-14.998865
15	15	16	18	17	2.5564726686497283	-14.998373
16	16	17	19	18	2.557514598887001	-14.998094
17	17	18	20	19	2.5566341140185185	-14.997923
18	18	19	21	20	2.5564443943561077	-14.997817
19	19	20	22	21	2.5556732650295517	-14.997771
20	20	21	23	22	2.557169189422134	-14.997816
21	21	22	24	23	2.560465060791704	-14.997993
22	1	2	5	4	0.6733660175164529	-15.039781
23	2	3	6	5	0.49991649960449086	-14.547121
24	3	4	7	6	0.37663251562924244	-14.164577
25	4	5	8	7	0.34961506339766807	-14.228683
26	5	6	9	8	0.3764827932786788	-14.164385
27	6	7	10	9	0.4996345509414424	-14.546434
28	7	8	11	10	0.6717705581936653	-15.037924
29	8	9	12	11	0.6988639403805963	-15.103427
30	9	10	13	12	0.6758574158588414	-15.052001
31	10	11	14	13	0.664270897247614	-15.023818
32	11	12	15	14	0.6590043343581523	-15.010212
33	12	13	16	15	0.65649330757549	-15.003217
34	13	14	17	16	0.6555694894203022	-14.999674
35	14	15	18	17	0.654772180524349	-14.998125
36	15	16	19	18	0.6544184111057763	-14.99757
37	16	17	20	19	0.6543224825503917	-14.997244
38	17	18	21	20	0.6540125606087723	-14.996704
39	18	19	22	21	0.6541742568542388	-14.995855
40	19	20	23	22	0.6542626108378391	-14.994919
41	20	21	24	23	0.6555532739834432	-14.994305
42	1	2	6	5	0.18068298632690255	-14.355238
43	2	3	7	6	0.11741009221522114	-13.502665
44	3	4	8	7	0.09583107007258661	-13.097396
45	4	5	9	8	0.09581769729969357	-13.097009
46	5	6	10	9	0.11734112732881469	-13.501625
47	6	7	11	10	0.18021252688923342	-14.352811
48	7	8	12	11	0.2699460190517103	-15.050327
49	8	9	13	12	0.2897397953437399	-15.150763
50	9	10	14	13	0.2777741732288179	-15.08335
51	10	11	15	14	0.2706539989758793	-15.040684
52	11	12	16	15	0.2672086846261559	-15.019099
53	12	13	17	16	0.2655793588529813	-15.008932
54	13	14	18	17	0.2646968242189207	-15.005313
55	14	15	19	18	0.26422100987604435	-15.005113
56	15	16	20	19	0.26398209786852067	-15.005755
57	16	17	21	20	0.26368736560295564	-15.005319
