    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
   66   62         7   11        1.92424       -110.822       -117.395           23.300           18.330         0.17321E+00    0.17321E+00    0
   66   62        52   56        0.25138        302.617        300.347           -7.100           -7.577         0.17321E+00    0.17321E+00    0
   66   62        53   57        0.36840        221.125        218.696           -8.000           -7.725         0.17321E+00    0.17321E+00    0
   67   63        52   56        0.39436        297.127        300.650           -6.400           -7.347         0.17321E+00    0.17321E+00    0
   67   63        53   57        0.41494        220.292        223.051           -7.600           -7.464         0.17321E+00    0.17321E+00    0
   68   64         7   11        0.63279       -494.816       -504.271            1.300            2.725         0.17321E+00    0.17321E+00    0
   68   64        52   56        0.35567        262.939        265.736           -6.200           -7.494         0.17321E+00    0.17321E+00    0
   68   64        53   57        0.46687        197.602        200.389           -7.700           -7.591         0.17321E+00    0.17321E+00    0
   69   65         8   12        0.86896       -194.983       -204.614           16.700            6.152         0.17321E+00    0.23804E+00    1
   69   65        52   56        0.25236        207.153        205.628           -6.300           -7.998         0.17321E+00    0.17321E+00    0
   69   65        53   57        0.03658        157.170        157.331           -7.700           -8.077         0.17321E+00    0.17321E+00    0
   70   66        52   56        0.28485        114.618        113.658           -7.400           -8.980         0.17321E+00    0.17321E+00    0
   70   66        53   57        0.20427         86.897         87.429           -8.600           -9.033         0.17321E+00    0.17321E+00    0
   71   67        52   56        0.05500         88.980         89.116           -9.700          -10.302         0.17321E+00    0.17321E+00    0
   71   67        53   57        0.04287         68.546         68.565          -11.600          -10.339         0.17321E+00    0.17321E+00    0
   72   68        52   56        0.26659         93.635         94.372           -9.300          -10.821         0.17321E+00    0.17321E+00    0
   77   73         8   12        0.92197        130.650        127.088           -1.700           -2.736         0.17321E+00    0.17321E+00    0
   77   73        52   56        0.11987        102.433        102.072           -8.500           -9.211         0.17321E+00    0.17321E+00    0
   77   73        53   57        0.06163         80.202         80.117          -10.700           -9.196         0.17321E+00    0.17321E+00    0
    9   13         8   12        0.21766        243.557        241.988           -9.400          -10.387         0.17321E+00    0.17321E+00    0
    9   13        52   56        0.05362        360.057        359.715           -7.500           -9.020         0.17321E+00    0.18255E+00    1
    9   13        53   57        0.16441        298.278        296.839           -6.400           -8.828         0.17321E+00    0.18115E+00    1
   15   11         8   12        0.13063         64.835         65.145           -3.800           -5.777         0.17321E+00    0.19889E+00    1
   11   15        52   56        0.15751        146.154        146.829           -9.400          -10.400         0.17321E+00    0.17321E+00    0
   11   15        53   57        0.30387        115.574        116.490           -5.700          -10.195         0.17321E+00    0.17321E+00    0
   10   14         9   13        0.48585        196.767        193.920           -8.700           -8.680         0.17321E+00    0.17321E+00    0
   14   10        16   20        0.31020        163.693        165.219           -7.900           -7.092         0.17321E+00    0.17321E+00    0
   10   14        54   58        0.21665        103.083        102.595           -5.400           -9.878         0.17321E+00    0.17321E+00    0
   16   12         9   13        0.59557         66.622         68.419           -8.300           -7.615         0.17321E+00    0.21141E+00    1
   18   14         9   13        0.40177        108.258        106.961           -7.300           -7.390         0.17321E+00    0.17321E+00    0
   14   18        55   59        0.98122        108.513        112.406          -21.800          -11.800         0.17321E+00    0.19280E+00    1
   19   15         9   13        0.18115        111.938        112.548           -7.300           -7.115         0.17321E+00    0.17321E+00    0
   19   15        10   14        0.11511        178.199        177.588           -7.700           -7.406         0.17321E+00    0.17321E+00    0
   20   16         9   13        0.10095        117.490        117.846           -6.900           -6.669         0.17321E+00    0.17321E+00    0
   21   17         9   13        0.02010        118.729        118.727           -6.600           -5.997         0.17321E+00    0.17321E+00    0
   21   17        10   14        0.24883        149.975        151.084           -7.800           -6.542         0.17321E+00    0.17321E+00    0
   22   18         9   13        0.13669        115.632        116.104           -6.100           -5.591         0.17321E+00    0.17321E+00    0
   22   18        10   14        0.32350        138.188        139.526           -7.400           -6.138         0.17321E+00    0.17321E+00    0
   23   19         9   13        0.16987         98.391         98.894           -5.400           -5.462         0.17321E+00    0.17321E+00    0
   23   19        10   14        0.46690        113.251        114.846           -6.800           -5.977         0.17321E+00    0.17321E+00    0
   24   20         9   13        0.37606         89.738         88.732           -6.300           -6.095         0.17321E+00    0.17321E+00    0
   24   20        10   14        0.15788        102.093        101.620           -7.500           -6.608         0.17321E+00    0.17321E+00    0
   25   21         9   13        0.30714         61.402         60.847           -9.300           -7.807         0.17321E+00    0.17321E+00    0
   25   21        10   14        0.15571         68.324         68.026           -9.900           -8.299         0.17321E+00    0.17321E+00    0
   26   22         9   13        0.40126         38.104         37.649          -10.600           -9.692         0.17321E+00    0.17321E+00    0
   26   22        10   14        0.34553         39.666         39.263          -12.000          -10.242         0.17321E+00    0.17321E+00    0
   27   23         9   13        0.25995         44.568         44.222          -10.500          -10.017         0.17321E+00    0.17321E+00    0
   27   23        10   14        0.25094         45.467         45.143          -12.900          -10.624         0.17321E+00    0.17321E+00    0
   28   24         9   13        0.36170         47.042         46.537          -10.900           -9.869         0.17321E+00    0.17321E+00    0
   28   24        10   14        0.55072         47.375         46.602          -11.900          -10.520         0.17321E+00    0.17321E+00    0
   29   25         9   13        0.73256         46.779         45.762           -9.500           -9.311         0.17321E+00    0.17321E+00    0
   29   25        10   14        1.45000         47.071         45.072          -12.600          -10.001         0.17321E+00    0.17321E+00    0
   30   26         9   13        0.75251         45.722         44.705           -9.900           -8.350         0.17321E+00    0.17321E+00    0
   30   26        10   14        0.93712         44.380         43.154          -10.900           -9.068         0.17321E+00    0.17321E+00    0
   31   27         9   13        0.62573         44.770         43.937           -7.200           -7.363         0.17321E+00    0.17321E+00    0
   31   27        10   14        0.36249         41.775         41.340          -11.000           -8.100         0.17321E+00    0.17321E+00    0
   32   28         9   13        0.41147         46.448         45.878           -6.200           -6.524         0.17321E+00    0.17321E+00    0
   32   28        10   14        0.16859         41.909         42.119           -8.200           -7.289         0.17321E+00    0.17321E+00    0
   32   28        55   59        2.39824         64.768         71.981            1.800           -0.593         0.17321E+00    0.20986E+00    1
   54   58         9   13        0.56892        212.162        208.634           -4.600           -8.742         0.17321E+00    0.17412E+00    1
   58   54        60   64        0.72275        177.814        174.000           -8.700           -9.217         0.17321E+00    0.17321E+00    0
   54   58        55   59        0.40327        271.297        268.034          -10.700          -10.711         0.17321E+00    0.17321E+00    0
   55   59         9   13        0.48237        133.417        131.502           -9.000           -9.690         0.17321E+00    0.17321E+00    0
   59   55        61   65        0.11465        269.083        268.174           -8.200           -8.852         0.17321E+00    0.17321E+00    0
   56   60         9   13        1.03172         99.020         96.025           -6.100          -10.150         0.17321E+00    0.17321E+00    0
   56   60        58   62        0.18548        259.596        261.032           -7.900           -8.579         0.17321E+00    0.17321E+00    0
   56   60        55   59        0.14552        242.339        241.300          -10.800          -10.071         0.17321E+00    0.17321E+00    0
   57   61         9   13        0.90980        101.964         99.255           -6.100          -10.821         0.17321E+00    0.17321E+00    0
   57   61        10   14        0.91586         90.519         88.076           -8.200          -11.007         0.17321E+00    0.17321E+00    0
   57   61        59   63        0.19212        164.582        163.665           -5.200           -6.661         0.17321E+00    0.17321E+00    0
   58   62         9   13        1.02594        110.949        106.679           -7.600          -11.953         0.17321E+00    0.19608E+00    1
   58   62        10   14        0.84696        113.517        110.674           -9.200          -10.988         0.17321E+00    0.17321E+00    0
   62   58        55   59        0.17780        133.401        133.830           -5.600           -9.833         0.17321E+00    0.17321E+00    0
   59   63         9   13        0.98542        107.284        102.691          -10.300          -12.480         0.17321E+00    0.21079E+00    1
   63   59        54   58        0.41196        174.112        171.998           -7.600           -9.566         0.17321E+00    0.17321E+00    0
   60   64         9   13        0.73133        103.624        100.197          -13.100          -13.520         0.17321E+00    0.21443E+00    1
   60   64        10   14        0.26127        130.672        129.709          -12.400           -9.899         0.17321E+00    0.17321E+00    0
   64   60        55   59        0.08551        293.907        294.495           -7.700           -9.293         0.17321E+00    0.17321E+00    0
   61   65         9   13        0.72874         91.313         88.355          -12.400          -15.339         0.17321E+00    0.21285E+00    1
   61   65        10   14        0.20400        135.638        136.458          -10.500           -9.374         0.17321E+00    0.17321E+00    0
   65   61        54   58        0.06563        176.208        176.553           -8.400           -8.621         0.17321E+00    0.17321E+00    0
   62   66         9   13        0.37479         75.520         74.216          -12.300          -17.789         0.17321E+00    0.22029E+00    1
   62   66        10   14        0.72568        137.714        140.745           -8.800           -8.848         0.17321E+00    0.17321E+00    0
   66   62        54   58        0.43014        182.456        180.117           -7.700           -7.894         0.17321E+00    0.17321E+00    0
   66   62        55   59        0.63959        256.100        251.236           -7.300           -8.138         0.17321E+00    0.17321E+00    0
   67   63        54   58        0.41795        178.758        181.013           -7.400           -7.612         0.17321E+00    0.17321E+00    0
   67   63        55   59        0.11089        241.634        242.405           -6.900           -7.840         0.17321E+00    0.17321E+00    0
   68   64        54   58        0.58573        158.535        161.344           -7.300           -7.728         0.17321E+00    0.17321E+00    0
   68   64        55   59        0.31678        207.139        209.088           -6.400           -7.952         0.17321E+00    0.17321E+00    0
   65   69        10   14        1.92154         96.706        102.423           -4.100           -8.681         0.17321E+00    0.17321E+00    0
   69   65        54   58        0.30712        125.451        126.612           -8.100           -8.202         0.17321E+00    0.17321E+00    0
   69   65        55   59        0.22402        160.445        161.484           -6.600           -8.416         0.17321E+00    0.17321E+00    0
   70   66        54   58        0.44364         68.281         69.196           -8.900           -9.130         0.17321E+00    0.17321E+00    0
   70   66        55   59        0.20423         84.320         84.821           -7.800           -9.308         0.17321E+00    0.17321E+00    0
   71   67        54   58        0.07709         53.018         52.901          -11.100          -10.456         0.17321E+00    0.17321E+00    0
   72   68        54   58        0.16664         55.201         55.477          -10.700          -10.977         0.17321E+00    0.17321E+00    0
   77   73        54   58        0.25859         59.678         59.218          -10.000           -9.370         0.17321E+00    0.17321E+00    0
   77   73        55   59        0.72765         61.024         59.709          -11.200           -9.982         0.17321E+00    0.17321E+00    0
   11   15        10   14        0.03739        169.495        169.363           -8.800           -8.000         0.17321E+00    0.17321E+00    0
   11   15        54   58        0.32947         83.574         83.182           -1.400          -10.125         0.17321E+00    0.17321E+00    0
   17   13        10   14        0.78986         91.220         88.649           -6.100           -7.401         0.17321E+00    0.19033E+00    1
   13   17        54   58        1.30634         62.689         65.212            4.500          -10.632         0.17321E+00    0.17998E+00    1
   12   16        11   15        0.25081        150.127        149.002           -7.100           -7.314         0.17321E+00    0.17321E+00    0
   16   12        18   22        0.22425        216.241        214.792           -6.000           -5.789         0.17321E+00    0.17321E+00    0
   12   16        56   60        0.20261        110.693        110.151          -14.500          -10.974         0.17321E+00    0.17321E+00    0
   12   16        57   61        0.62060        159.923        156.999          -12.900          -10.594         0.17321E+00    0.17321E+00    0
   18   14        11   15        0.41156        190.040        187.708           -7.800           -7.541         0.17321E+00    0.17321E+00    0
   14   18        57   61        0.55157        252.249        248.158          -12.800          -10.448         0.17321E+00    0.17321E+00    0
   20   16        11   15        0.24589        217.338        215.740           -6.800           -6.842         0.17321E+00    0.17321E+00    0
   21   17        11   15        0.31442        198.973        200.852           -7.200           -6.359         0.17321E+00    0.17321E+00    0
   21   17        12   16        0.27823        232.767        230.835           -5.700           -6.232         0.17321E+00    0.17321E+00    0
   17   21        56   60        1.91637        171.858        186.363           -9.900          -10.154         0.17321E+00    0.20563E+00    1
   17   21        57   61        1.22938        255.363        265.270           -9.100           -9.185         0.17321E+00    0.17596E+00    1
   22   18        11   15        0.47123        185.277        187.911           -6.800           -5.944         0.17321E+00    0.17321E+00    0
   23   19        11   15        0.69376        153.372        156.598           -6.100           -5.760         0.17321E+00    0.17321E+00    0
   23   19        12   16        0.35719        179.269        181.200           -5.300           -5.571         0.17321E+00    0.17321E+00    0
   24   20        11   15        0.13910        140.798        141.384           -6.800           -6.378         0.17321E+00    0.17321E+00    0
   24   20        12   16        0.01828        167.751        167.682           -5.800           -6.165         0.17321E+00    0.17321E+00    0
   25   21        11   15        0.07388         95.267         95.470           -8.700           -8.058         0.17321E+00    0.17321E+00    0
   25   21        12   16        0.01514        115.361        115.405           -7.600           -7.835         0.17321E+00    0.17321E+00    0
   26   22        11   15        0.05481         53.921         53.859          -11.200          -10.036         0.17321E+00    0.17321E+00    0
   26   22        12   16        0.02784         64.273         64.318          -10.300           -9.842         0.17321E+00    0.17321E+00    0
   27   23        11   15        0.05299         61.975         61.999          -12.000          -10.452         0.17321E+00    0.17321E+00    0
   27   23        12   16        0.17794         74.477         74.868          -11.400          -10.292         0.17321E+00    0.17321E+00    0
   28   24        11   15        0.15730         64.246         63.963          -12.000          -10.375         0.17321E+00    0.17321E+00    0
   28   24        12   16        0.08985         77.720         77.924          -10.900          -10.246         0.17321E+00    0.17321E+00    0
   29   25        11   15        0.49112         62.739         61.825          -11.100           -9.883         0.17321E+00    0.17321E+00    0
   29   25        12   16        0.03950         75.838         75.868          -10.900           -9.776         0.17321E+00    0.17321E+00    0
   25   29        57   61        1.65158        423.033        399.470          -17.900          -19.099         0.17321E+00    0.18627E+00    1
   30   26        11   15        0.50165         59.851         58.965          -10.800           -8.969         0.17321E+00    0.17321E+00    0
   30   26        12   16        0.16075         73.018         72.671           -9.600           -8.879         0.17321E+00    0.17321E+00    0
   31   27        11   15        0.40471         56.696         56.013           -8.500           -8.011         0.17321E+00    0.17321E+00    0
   31   27        12   16        0.08299         69.277         69.119           -8.900           -7.940         0.17321E+00    0.17321E+00    0
   32   28        11   15        0.26195         57.026         56.585           -8.400           -7.208         0.17321E+00    0.17321E+00    0
   32   28        12   16        0.15413         70.147         69.825           -7.600           -7.156         0.17321E+00    0.17321E+00    0
   32   28        56   60        2.42098         48.880         57.234            7.100            6.354         0.17321E+00    0.25530E+00    1
   56   60        11   15        0.66857         88.531         86.779           -9.000          -10.934         0.17321E+00    0.17321E+00    0
   60   56        62   66        0.48633        282.148        278.063           -6.900           -7.446         0.17321E+00    0.17321E+00    0
   56   60        57   61        0.13189        210.864        211.690           -8.500           -9.082         0.17321E+00    0.17321E+00    0
   57   61        11   15        0.86911        121.651        118.523           -9.200          -10.655         0.17321E+00    0.17321E+00    0
   61   57        63   67        0.53233        309.624        304.719           -6.200           -6.638         0.17321E+00    0.17321E+00    0
   58   62        11   15        0.73971        159.710        156.213           -8.500          -10.322         0.17321E+00    0.17321E+00    0
   58   62        12   16        0.29887        211.474        209.586          -10.000          -10.150         0.17321E+00    0.17321E+00    0
   58   62        57   61        0.19451        209.194        210.358           -6.600           -8.362         0.17321E+00    0.17321E+00    0
   59   63        11   15        0.61201        172.991        169.844           -9.600           -9.500         0.17321E+00    0.17321E+00    0
   59   63        12   16        0.30804        228.899        226.802          -10.000           -9.253         0.17321E+00    0.17321E+00    0
   63   59        56   60        0.09332        334.429        333.560           -8.200           -9.616         0.17321E+00    0.17785E+00    1
   59   63        61   65        0.00695        205.830        205.837           -8.600           -8.806         0.17321E+00    0.17321E+00    0
   60   64        11   15        0.13344        189.374        188.643           -9.800           -8.798         0.17321E+00    0.17321E+00    0
   60   64        12   16        0.07727        249.650        250.162           -9.600           -8.493         0.17321E+00    0.17321E+00    0
   64   60        57   61        0.37173        329.350        325.753           -6.200           -8.217         0.17321E+00    0.17321E+00    0
   61   65        11   15        0.27195        199.793        201.428           -8.500           -8.084         0.17321E+00    0.17321E+00    0
   61   65        12   16        0.26281        263.644        265.727           -8.300           -7.760         0.17321E+00    0.17321E+00    0
   65   61        56   60        0.25777        288.849        286.632           -7.400           -8.138         0.17321E+00    0.17321E+00    0
   62   66        11   15        0.59301        205.443        209.112           -5.800           -7.457         0.17321E+00    0.17321E+00    0
   62   66        12   16        0.30358        270.778        273.255           -7.200           -7.158         0.17321E+00    0.17321E+00    0
   66   62        57   61        0.38803        282.888        286.193           -6.300           -7.000         0.17321E+00    0.17321E+00    0
   63   67        11   15        1.92357        190.010        203.038           -5.000           -7.154         0.17321E+00    0.18575E+00    1
   63   67        12   16        1.59962        248.150        260.347           -6.200           -6.891         0.17321E+00    0.17321E+00    0
   67   63        56   60        0.15184        275.592        276.836           -6.500           -7.142         0.17321E+00    0.17321E+00    0
   64   68        11   15        2.01937        166.104        178.533           -5.500           -7.108         0.17321E+00    0.18907E+00    1
   64   68        12   16        1.59401        213.528        223.986           -6.300           -6.899         0.17321E+00    0.17321E+00    0
   68   64        56   60        0.53101        239.292        243.116           -5.800           -7.257         0.17321E+00    0.17321E+00    0
   68   64        57   61        0.35172        274.426        277.318           -5.600           -6.737         0.17321E+00    0.17321E+00    0
   65   69        11   15        1.22101        137.149        142.253           -4.900           -7.254         0.17321E+00    0.17321E+00    0
   65   69        12   16        0.45225        170.583        172.913           -7.300           -7.138         0.17321E+00    0.17321E+00    0
   69   65        56   60        0.54139        188.262        191.329           -6.200           -7.719         0.17321E+00    0.17321E+00    0
   69   65        57   61        0.69817        221.078        225.749           -6.100           -7.191         0.17321E+00    0.17321E+00    0
   70   66        56   60        0.32211         99.396        100.356           -7.600           -8.587         0.17321E+00    0.17321E+00    0
   70   66        57   61        0.70516        117.298        119.805           -7.800           -8.028         0.17321E+00    0.17321E+00    0
   71   67        56   60        0.20099         71.670         71.241           -9.400          -10.023         0.17321E+00    0.17321E+00    0
   71   67        57   61        0.34741         83.775         84.652          -10.000           -9.480         0.17321E+00    0.17321E+00    0
   72   68        56   60        0.13165         71.779         71.510           -9.400          -10.660         0.17321E+00    0.17321E+00    0
   72   68        57   61        0.43842         84.124         85.237          -10.900          -10.138         0.17321E+00    0.17321E+00    0
   77   73        56   60        0.83655         68.720         67.017           -9.900           -9.489         0.17321E+00    0.17321E+00    0
   77   73        57   61        0.35074         82.228         81.368           -9.500           -9.035         0.17321E+00    0.17321E+00    0
   13   17        12   16        0.18110        158.797        157.937           -7.000           -6.912         0.17321E+00    0.17321E+00    0
   13   17        57   61        0.67767        214.756        210.434          -10.700          -10.677         0.17321E+00    0.17321E+00    0
   19   15        12   16        0.44132        251.224        247.920           -6.600           -6.856         0.17321E+00    0.17321E+00    0
   15   19        56   60        0.56452        178.694        182.123          -11.000          -10.887         0.17321E+00    0.18349E+00    1
   15   19        57   61        0.15484        266.490        265.258           -9.800          -10.162         0.17321E+00    0.17321E+00    0
   14   18        13   17        0.18066        170.010        169.092           -6.100           -6.392         0.17321E+00    0.17321E+00    0
   18   14        20   24        0.18290        191.479        190.434           -4.900           -5.332         0.17321E+00    0.17321E+00    0
   14   18        58   62        0.37004        329.910        326.318          -11.600           -9.868         0.17321E+00    0.17321E+00    0
   14   18        59   63        0.52935        347.668        342.228          -10.600           -8.879         0.17321E+00    0.17321E+00    0
   20   16        13   17        0.16412        264.870        263.570           -5.900           -6.133         0.17321E+00    0.17321E+00    0
   16   20        58   62        1.22043        335.993        348.506          -11.200           -8.928         0.17321E+00    0.17321E+00    0
   16   20        59   63        0.96466        342.491        352.547           -8.450           -7.845         0.17321E+00    0.17321E+00    0
   22   18        13   17        0.02780        237.323        237.512           -5.300           -5.543         0.17321E+00    0.17321E+00    0
   18   22        59   63        0.42274        292.224        295.870           -4.500           -7.097         0.17321E+00    0.17321E+00    0
   23   19        13   17        0.27248        203.582        201.928           -4.700           -5.274         0.17321E+00    0.17321E+00    0
   23   19        14   18        0.06105        187.401        187.744           -4.650           -4.770         0.17321E+00    0.17321E+00    0
   24   20        13   17        0.50083        195.311        192.401           -5.100           -5.851         0.17321E+00    0.17321E+00    0
   25   21        13   17        0.44591        137.521        135.694           -7.000           -7.517         0.17321E+00    0.17321E+00    0
   25   21        14   18        0.36657        141.111        139.569           -6.400           -6.991         0.17321E+00    0.17321E+00    0
   26   22        13   17        0.37245         75.161         74.326           -9.800           -9.574         0.17321E+00    0.17321E+00    0
   26   22        14   18        0.02762         74.364         74.302           -9.150           -9.102         0.17321E+00    0.17321E+00    0
   27   23        13   17        0.15662         88.258         87.848          -10.600          -10.072         0.17321E+00    0.17321E+00    0
   27   23        14   18        0.19545         88.889         89.407          -10.500           -9.654         0.17321E+00    0.17321E+00    0
   23   27        59   63        0.22578        105.807        106.489          -10.700          -12.774         0.17321E+00    0.17321E+00    0
   28   24        13   17        0.10725         92.871         92.579          -10.700          -10.068         0.17321E+00    0.17321E+00    0
   28   24        14   18        0.28363         94.608         95.415          -10.200           -9.690         0.17321E+00    0.17321E+00    0
   29   25        13   17        0.11367         91.366         91.060          -10.200           -9.628         0.17321E+00    0.17321E+00    0
   29   25        14   18        0.31969         93.943         94.846          -10.050           -9.281         0.17321E+00    0.17321E+00    0
   25   29        59   63        0.97540        152.337        147.947          -14.400          -13.648         0.17321E+00    0.17321E+00    0
   30   26        13   17        0.19181         88.359         87.856           -9.400           -8.753         0.17321E+00    0.17321E+00    0
   30   26        14   18        0.22729         91.510         92.136           -8.750           -8.425         0.17321E+00    0.17321E+00    0
   31   27        13   17        0.18772         84.437         83.963           -8.000           -7.841         0.17321E+00    0.17321E+00    0
   31   27        14   18        0.24353         87.690         88.333           -7.500           -7.529         0.17321E+00    0.17321E+00    0
   32   28        13   17        0.17899         85.540         85.082           -7.200           -7.088         0.17321E+00    0.17321E+00    0
   32   28        14   18        0.20302         89.133         89.677           -6.500           -6.798         0.17321E+00    0.17321E+00    0
   58   62        13   17        0.37828        282.883        279.726           -8.400          -10.175         0.17321E+00    0.17321E+00    0
   62   58        64   68        1.08753        317.257        307.076           -5.300           -6.252         0.17321E+00    0.17321E+00    0
   58   62        59   63        0.04990        237.349        237.283           -6.000           -7.473         0.17321E+00    0.17321E+00    0
   59   63        13   17        0.47712        302.762        298.459           -8.900           -9.234         0.17321E+00    0.17321E+00    0
   63   59        65   69        0.27730        240.048        238.060           -5.600           -5.954         0.17321E+00    0.17321E+00    0
   60   64        13   17        0.16043        326.238        324.677           -8.000           -8.447         0.17321E+00    0.17321E+00    0
   60   64        14   18        0.28331        369.351        366.238           -8.750           -8.055         0.17321E+00    0.17321E+00    0
   60   64        59   63        0.11138        263.679        264.527           -6.800           -7.700         0.17321E+00    0.17321E+00    0
   61   65        13   17        0.05799        341.595        341.089           -6.800           -7.722         0.17321E+00    0.17321E+00    0
   61   65        14   18        0.27573        382.637        379.485           -7.100           -7.314         0.17321E+00    0.17321E+00    0
   65   61        58   62        0.60165        307.397        312.966           -5.000           -6.757         0.17321E+00    0.17321E+00    0
   61   65        63   67        0.55177        161.899        159.249           -6.500           -7.886         0.17321E+00    0.17321E+00    0
   62   66        13   17        0.12850        347.516        346.261           -5.800           -7.157         0.17321E+00    0.17321E+00    0
   62   66        14   18        0.54476        385.853        379.599           -6.450           -6.757         0.17321E+00    0.17321E+00    0
   66   62        59   63        0.28999        382.089        385.409           -4.950           -5.829         0.17321E+00    0.17321E+00    0
   63   67        13   17        1.03402        313.810        323.678           -5.200           -6.930         0.17321E+00    0.17321E+00    0
   63   67        14   18        0.46029        343.288        348.056           -6.000           -6.543         0.17321E+00    0.17321E+00    0
   67   63        58   62        0.01517        326.723        326.789           -5.800           -6.206         0.17321E+00    0.17321E+00    0
   64   68        13   17        1.02214        264.788        273.002           -4.500           -6.993         0.17321E+00    0.17321E+00    0
   64   68        14   18        0.39552        284.538        287.912           -5.350           -6.627         0.17321E+00    0.17321E+00    0
   68   64        59   63        0.25710        254.746        256.712           -4.950           -5.525         0.17321E+00    0.17321E+00    0
   65   69        13   17        0.07080        205.932        205.901           -5.200           -7.320         0.17321E+00    0.17321E+00    0
   65   69        14   18        0.61208        216.643        212.708           -5.800           -6.992         0.17321E+00    0.17321E+00    0
   69   65        58   62        0.18086        260.370        258.988           -5.600           -6.688         0.17321E+00    0.17321E+00    0
   66   70        13   17        0.41473        116.809        118.272           -8.200           -7.849         0.17321E+00    0.17321E+00    0
   66   70        14   18        0.27051        121.762        120.845          -10.500           -7.621         0.17321E+00    0.17321E+00    0
   70   66        58   62        0.12087        137.859        138.355           -7.000           -7.470         0.17321E+00    0.17321E+00    0
   70   66        59   63        0.32296        131.763        130.494           -7.150           -6.667         0.17321E+00    0.17321E+00    0
   67   71        13   17        0.59576         97.728         99.490          -10.200           -9.653         0.17321E+00    0.17321E+00    0
   71   67        58   62        0.14985         96.605         96.283           -5.900           -8.941         0.17321E+00    0.17321E+00    0
   71   67        59   63        0.66672         91.412         89.604           -9.050           -8.147         0.17321E+00    0.17321E+00    0
   72   68        58   62        0.17755         96.385         96.895           -8.900           -9.628         0.17321E+00    0.17321E+00    0
   72   68        59   63        0.28670         91.152         90.374           -9.450           -8.858         0.17321E+00    0.17321E+00    0
   73   69        59   63        0.34158         90.797         89.873           -9.650           -9.120         0.17321E+00    0.17321E+00    0
   74   70        59   63        0.19773         93.695         93.153          -10.300           -9.096         0.17321E+00    0.17321E+00    0
   75   71        59   63        0.25908         95.169         94.455          -10.700           -8.871         0.17321E+00    0.17321E+00    0
   77   73        14   18        2.05545        287.530        250.521           21.100           22.831         0.17321E+00    0.25888E+00    1
   77   73        58   62        0.29389         95.056         94.222           -8.900           -8.609         0.17321E+00    0.17321E+00    0
   77   73        59   63        0.75543         91.964         89.907           -9.000           -7.896         0.17321E+00    0.17321E+00    0
   15   19        14   18        0.11966        179.227        178.587           -6.600           -6.319         0.17321E+00    0.17321E+00    0
   15   19        58   62        0.03509        346.064        346.332          -10.200           -9.477         0.17321E+00    0.17321E+00    0
   15   19        59   63        0.15744        359.357        357.678           -9.000           -8.425         0.17321E+00    0.17321E+00    0
   21   17        14   18        0.09203        270.091        270.836           -4.900           -5.111         0.17321E+00    0.17321E+00    0
   17   21        58   62        1.15083        323.107        334.644           -9.100           -8.364         0.17321E+00    0.17461E+00    1
   17   21        59   63        0.71112        325.203        332.207           -8.450           -7.242         0.17321E+00    0.17321E+00    0
   16   20        15   19        0.04815        185.813        186.064           -5.600           -6.117         0.17321E+00    0.17321E+00    0
   20   16        22   26        0.02123         57.112         57.074           -7.900           -7.923         0.17321E+00    0.17668E+00    1
   16   20        60   64        0.90700        355.051        364.835           -8.350           -6.949         0.17321E+00    0.17321E+00    0
   16   20        61   65        0.57733        361.263        367.569           -7.000           -6.170         0.17321E+00    0.17321E+00    0
   22   18        15   19        0.04236        213.042        213.309           -4.000           -4.209         0.17321E+00    0.17321E+00    0
   18   22        20   24        0.44507        198.985        196.346           -6.050           -6.331         0.17321E+00    0.17321E+00    0
   18   22        61   65        0.68853        297.336        291.309           -2.650           -5.423         0.17321E+00    0.17321E+00    0
   24   20        15   19        0.59808        160.539        163.445           -4.250           -4.611         0.17321E+00    0.17321E+00    0
   25   21        15   19        0.76090        133.644        130.628           -5.900           -6.286         0.17321E+00    0.17321E+00    0
   25   21        16   20        0.10781        126.615        126.235           -4.450           -5.647         0.17321E+00    0.17321E+00    0
   26   22        15   19        0.22015         67.319         66.876           -8.850           -8.471         0.17321E+00    0.17321E+00    0
   22   26        61   65        0.77133         86.083         84.136           -6.700          -10.340         0.17321E+00    0.17321E+00    0
   27   23        15   19        0.10867         82.358         82.610          -10.250           -9.093         0.17321E+00    0.17321E+00    0
   27   23        16   20        0.07495         72.272         72.410           -9.850           -8.629         0.17321E+00    0.17321E+00    0
   23   27        61   65        0.04045        102.011        101.937          -10.000          -10.976         0.17321E+00    0.17321E+00    0
   28   24        15   19        0.33389         88.655         89.544          -10.150           -9.180         0.17321E+00    0.17321E+00    0
   28   24        16   20        0.26999         78.484         79.119           -9.650           -8.749         0.17321E+00    0.17321E+00    0
   24   28        61   65        0.06430        113.609        113.768          -10.000          -11.317         0.17321E+00    0.17321E+00    0
   29   25        15   19        0.46189         88.861         90.098           -9.850           -8.809         0.17321E+00    0.17321E+00    0
   29   25        16   20        0.43441         79.194         80.228           -9.850           -8.405         0.17321E+00    0.17321E+00    0
   25   29        60   64        0.70724        130.215        127.508          -14.800          -12.076         0.17321E+00    0.17321E+00    0
   25   29        61   65        0.38310        123.165        121.768          -12.400          -11.102         0.17321E+00    0.17321E+00    0
