        1365
    76          67     63      2      6       0.66100E-02 -0.16900E+02  0.80000E-05  0.98200E+00
    77          67     63     46     50       0.75400E-01 -0.11000E+02  0.19400E-03  0.46700E+00
    78          67     63     47     51       0.79030E-01 -0.11700E+02  0.10600E-03  0.13000E+00
    79          68     64     47     51       0.55050E-01 -0.12700E+02  0.10600E-03  0.17190E+01
    80          69     65      1      5       0.40800E-02 -0.52900E+02  0.10400E-03  0.47450E+01
    81          71     67      2      6       0.15500E-02 -0.28800E+02  0.70000E-05  0.21390E+01
    82          71     67     47     51       0.10340E-01 -0.12200E+02  0.70000E-05  0.69300E+00
    83          73     69     47     51       0.82600E-02 -0.22100E+02  0.15900E-03  0.41300E+00
    84          77     73     47     51       0.50100E-02 -0.16400E+02  0.26000E-04  0.12740E+01
    85           9      5      2      6       0.42382E+01 -0.15700E+02  0.74400E-03  0.69400E+00
    86           5      9      3      7       0.56555E+01 -0.17100E+02  0.23206E-01  0.36800E+00
    87           4      8      3      7       0.27670E+02 -0.14600E+02  0.66811E-01  0.59800E+00
    88           4      8     48     52       0.18170E-01 -0.27900E+02  0.15400E-03  0.35070E+01
    89          10      6      3      7       0.82994E+01 -0.20100E+02  0.69110E-02  0.89100E+00
    90           6     10     48     52       0.34270E-01 -0.24100E+02  0.18300E-03  0.10900E+00
    91           6     10     49     53       0.79830E-01 -0.12500E+02  0.39600E-03  0.46060E+01
    92          12      8      3      7       0.22579E+02 -0.14500E+02  0.56591E-01  0.26400E+00
    93           8     12     48     52       0.25310E-01 -0.20900E+02  0.30700E-03  0.30640E+01
    94           8     12     49     53       0.60930E-01 -0.10500E+02  0.71000E-04  0.45620E+01
    95          13      9      3      7       0.66719E+01 -0.15200E+02  0.83830E-02  0.21000E+00
    96          13      9      4      8       0.29064E+02 -0.92000E+01  0.76715E-01  0.61500E+00
    97           9     13     49     53       0.31950E-01 -0.54000E+01  0.30600E-03  0.16040E+01
    98          14     10      3      7       0.16719E+01 -0.18100E+02  0.28490E-02  0.94000E-01
    99          14     10      4      8       0.54040E+01 -0.12000E+02  0.14532E-01  0.24400E+00
   100          15     11      3      7       0.76343E+00 -0.19000E+02  0.11950E-02  0.19700E+00
   101          15     11      4      8       0.20208E+01 -0.13300E+02  0.13280E-02  0.80000E-02
   102          16     12      3      7       0.41042E+00 -0.17600E+02  0.55500E-03  0.36200E+00
   103          16     12      4      8       0.93839E+00 -0.12000E+02  0.53900E-03  0.44500E+00
   104          17     13      3      7       0.35415E+00 -0.17600E+02  0.24300E-03  0.26300E+00
   105          17     13      4      8       0.75334E+00 -0.11700E+02  0.84300E-03  0.19000E+00
   106          18     14      3      7       0.31780E+00 -0.17100E+02  0.48700E-03  0.59000E-01
   107          18     14      4      8       0.65288E+00 -0.11800E+02  0.15430E-02  0.14000E-01
   108          19     15      3      7       0.26199E+00 -0.16800E+02  0.26100E-03  0.34800E+00
   109          19     15      4      8       0.52279E+00 -0.11400E+02  0.78000E-03  0.11600E+00
   110          19     15     49     53       0.62600E-02 -0.14000E+02  0.21900E-03  0.44350E+01
   111          20     16      3      7       0.20769E+00 -0.16700E+02  0.63000E-04  0.14400E+00
   112          20     16      4      8       0.40681E+00 -0.11100E+02  0.26500E-03  0.37400E+00
   113          21     17      3      7       0.16111E+00 -0.16000E+02  0.11200E-03  0.64300E+00
   114          21     17      4      8       0.31045E+00 -0.10800E+02  0.67000E-04  0.20500E+00
   115          22     18      3      7       0.12059E+00 -0.16100E+02  0.65000E-04  0.64800E+00
   116          22     18      4      8       0.22985E+00 -0.11300E+02  0.78600E-03  0.25510E+01
   117          23     19      3      7       0.79510E-01 -0.16700E+02  0.43200E-03  0.17840E+01
   118          23     19      4      8       0.14952E+00 -0.10200E+02  0.14500E-03  0.16140E+01
   119          24     20      3      7       0.56410E-01 -0.17500E+02  0.10500E-03  0.18060E+01
   120          24     20      4      8       0.10571E+00 -0.11300E+02  0.11700E-03  0.23420E+01
   121          25     21      3      7       0.31190E-01 -0.22600E+02  0.23000E-03  0.37800E+01
   122          25     21      4      8       0.57980E-01 -0.13800E+02  0.26100E-03  0.43240E+01
   123          26     22      3      7       0.16830E-01 -0.22300E+02  0.88000E-04  0.13190E+01
   124          26     22      4      8       0.30950E-01 -0.16200E+02  0.12500E-03  0.25990E+01
   125          27     23      3      7       0.16290E-01 -0.19400E+02  0.58000E-04  0.30490E+01
   126          27     23      4      8       0.29800E-01 -0.15100E+02  0.28000E-04  0.82700E+00
   127          28     24      3      7       0.14440E-01 -0.19800E+02  0.70000E-05  0.20700E+01
   128          28     24      4      8       0.26220E-01 -0.14600E+02  0.60000E-05  0.18360E+01
   129          29     25      3      7       0.12030E-01 -0.20700E+02  0.18000E-04  0.13000E+00
   130          29     25      4      8       0.21600E-01 -0.16800E+02  0.15200E-03  0.47880E+01
   131          30     26      3      7       0.10170E-01 -0.20800E+02  0.44000E-04  0.30310E+01
   132          30     26      4      8       0.18320E-01 -0.14400E+02  0.14000E-04  0.14340E+01
   133          31     27      3      7       0.87300E-02 -0.18800E+02  0.12000E-04  0.14540E+01
   134          32     28      4      8       0.14280E-01 -0.12000E+02  0.19000E-04  0.42300E+00
   135          48     52     49     53       0.21001E+02 -0.12700E+02  0.12083E+00  0.41250E+01
   136          49     53      3      7       0.23490E-01 -0.18300E+02  0.96000E-04  0.74100E+00
   137          50     54      3      7       0.39570E-01 -0.20900E+02  0.12000E-03  0.39760E+01
   138          50     54      4      8       0.68270E-01 -0.16800E+02  0.22100E-03  0.22000E+01
   139          50     54     52     56       0.59925E+01 -0.12700E+02  0.20570E-02  0.13070E+01
   140          50     54     49     53       0.30970E+02 -0.10700E+02  0.69600E-02  0.15410E+01
   141          51     55      3      7       0.55690E-01 -0.20100E+02  0.10200E-03  0.12810E+01
   142          51     55      4      8       0.97410E-01 -0.16100E+02  0.28000E-04  0.59700E+00
   143          51     55     53     57       0.46115E+01 -0.99000E+01  0.26100E-01  0.48250E+01
   144          52     56      3      7       0.61390E-01 -0.18400E+02  0.28800E-03  0.96300E+00
   145          52     56      4      8       0.10796E+00 -0.15400E+02  0.34600E-03  0.21440E+01
   146          53     57      3      7       0.52570E-01 -0.17300E+02  0.28600E-03  0.27480E+01
   147          53     57      4      8       0.92700E-01 -0.16100E+02  0.24000E-03  0.27490E+01
   148          57     53     48     52       0.14118E+02 -0.11900E+02  0.74596E-01  0.22880E+01
   149          54     58      3      7       0.37290E-01 -0.14000E+02  0.14700E-03  0.37930E+01
   150          58     54     48     52       0.47760E+01 -0.14300E+02  0.74970E-02  0.12740E+01
   151          58     54     49     53       0.24075E+02 -0.97000E+01  0.13849E-01  0.64600E+00
   152          55     59      4      8       0.36850E-01 -0.17900E+02  0.11500E-03  0.32060E+01
   153          59     55     48     52       0.16869E+01 -0.17600E+02  0.36680E-02  0.13880E+01
   154          59     55     49     53       0.64718E+01 -0.13500E+02  0.24170E-02  0.39000E+00
   155          60     56     48     52       0.59886E+00 -0.18700E+02  0.11960E-02  0.18200E+01
   156          60     56     49     53       0.18401E+01 -0.15500E+02  0.16440E-02  0.26700E+00
   157          61     57     48     52       0.41846E+00 -0.15600E+02  0.16960E-02  0.22870E+01
   158          61     57     49     53       0.11299E+01 -0.12400E+02  0.26940E-02  0.38200E+00
   159          62     58     48     52       0.35777E+00 -0.14100E+02  0.82900E-03  0.17770E+01
   160          62     58     49     53       0.90390E+00 -0.10600E+02  0.41000E-03  0.38500E+00
   161          63     59     48     52       0.26612E+00 -0.13600E+02  0.78700E-03  0.14180E+01
   162          63     59     49     53       0.63985E+00 -0.99000E+01  0.13240E-02  0.20800E+00
   163          64     60     48     52       0.21590E+00 -0.12700E+02  0.32700E-03  0.11430E+01
   164          64     60     49     53       0.50210E+00 -0.89000E+01  0.37100E-03  0.78500E+00
   165          65     61      4      8       0.45400E-02 -0.42000E+01  0.12000E-04  0.13610E+01
   166          65     61     48     52       0.17478E+00 -0.12400E+02  0.73300E-03  0.24730E+01
   167          65     61     49     53       0.39547E+00 -0.86000E+01  0.58700E-03  0.92100E+00
   168          66     62     48     52       0.14184E+00 -0.10600E+02  0.14100E-03  0.19800E+00
   169          66     62     49     53       0.31459E+00 -0.69000E+01  0.62100E-03  0.89100E+00
   170          67     63     48     52       0.10574E+00 -0.10600E+02  0.39500E-03  0.13430E+01
   171          67     63     49     53       0.23149E+00 -0.65000E+01  0.16300E-03  0.16700E+00
   172          71     67     49     53       0.27720E-01 -0.10700E+02  0.70000E-05  0.14600E+00
   173          77     73     49     53       0.11760E-01 -0.10400E+02  0.67000E-04  0.18460E+01
   174           5      9      4      8       0.36032E+02 -0.11400E+02  0.32925E-01  0.27300E+00
   175           5      9     49     53       0.65630E-01 -0.12400E+02  0.10700E-03  0.24280E+01
   176          11      7      4      8       0.18391E+02 -0.14800E+02  0.63630E-02  0.61500E+00
   177           7     11     49     53       0.75880E-01 -0.97000E+01  0.47500E-03  0.13980E+01
   178           6     10      5      9       0.29967E+02 -0.10500E+02  0.11934E-01  0.48000E-01
   179          10      6     12     16       0.35014E+01 -0.61000E+01  0.75030E-02  0.28880E+01
   180           6     10     50     54       0.14211E+00 -0.11200E+02  0.29300E-03  0.16640E+01
   181           6     10     51     55       0.20464E+00 -0.11600E+02  0.17000E-04  0.34100E+00
   182          12      8      5      9       0.24247E+02 -0.93000E+01  0.27010E-01  0.19900E+00
   183           8     12     50     54       0.10975E+00 -0.97000E+01  0.19700E-03  0.18120E+01
   184           8     12     51     55       0.15889E+00 -0.10000E+02  0.20000E-05  0.30800E+00
   185          14     10      5      9       0.21253E+02 -0.92000E+01  0.25589E-01  0.39000E+00
   186          10     14     51     55       0.39500E-01 -0.15400E+02  0.19000E-03  0.20200E+01
   187          15     11      5      9       0.57043E+01 -0.10700E+02  0.29100E-03  0.27900E+00
   188          15     11      6     10       0.12149E+02 -0.73000E+01  0.39829E-01  0.35120E+01
   189          16     12      5      9       0.21874E+01 -0.93000E+01  0.17950E-02  0.66000E-01
   190          12     16     51     55       0.19970E-01 -0.19300E+02  0.17100E-03  0.29880E+01
   191          17     13      5      9       0.16058E+01 -0.88000E+01  0.29200E-03  0.16100E+00
   192          17     13      6     10       0.23471E+01 -0.61000E+01  0.29810E-02  0.14480E+01
   193          13     17     51     55       0.15410E-01 -0.24200E+02  0.16000E-03  0.32440E+01
   194          18     14      5      9       0.13374E+01 -0.87000E+01  0.49700E-03  0.74000E-01
   195          18     14      6     10       0.18872E+01 -0.64000E+01  0.15100E-03  0.62000E+00
   196          19     15      5      9       0.10399E+01 -0.83000E+01  0.26800E-03  0.59000E-01
   197          19     15      6     10       0.14327E+01 -0.61000E+01  0.68000E-04  0.37700E+00
   198          20     16      5      9       0.79382E+00 -0.79000E+01  0.18620E-02  0.67700E+00
   199          20     16      6     10       0.10769E+01 -0.56000E+01  0.36000E-03  0.87700E+00
   200          21     17      5      9       0.59672E+00 -0.75000E+01  0.10350E-02  0.58000E-01
   201          21     17      6     10       0.80084E+00 -0.53000E+01  0.14920E-02  0.57800E+00
   202          21     17     51     55       0.87000E-02  0.88000E+01  0.55000E-04  0.18870E+01
   203          22     18      5      9       0.43609E+00 -0.71000E+01  0.58200E-03  0.10240E+01
   204          22     18      6     10       0.58131E+00 -0.49000E+01  0.34400E-03  0.11260E+01
   205          23     19      5      9       0.28179E+00 -0.65000E+01  0.47000E-03  0.12070E+01
   206          23     19      6     10       0.37341E+00 -0.43000E+01  0.16400E-03  0.16460E+01
   207          24     20      5      9       0.19804E+00 -0.75000E+01  0.40600E-03  0.16950E+01
   208          24     20      6     10       0.26142E+00 -0.52000E+01  0.97000E-04  0.17610E+01
   209          25     21      5      9       0.10868E+00 -0.97000E+01  0.18100E-02  0.14610E+01
   210          25     21      6     10       0.14183E+00 -0.80000E+01  0.21000E-04  0.17470E+01
   211          26     22      5      9       0.57030E-01 -0.12500E+02  0.15400E-03  0.11450E+01
   212          26     22      6     10       0.74200E-01 -0.10100E+02  0.26000E-04  0.55700E+00
   213          27     23      5      9       0.54670E-01 -0.12700E+02  0.40000E-05  0.29600E+00
   214          27     23      6     10       0.70650E-01 -0.10600E+02  0.20100E-03  0.11760E+01
   215          28     24      5      9       0.47760E-01 -0.12300E+02  0.11300E-03  0.55600E+00
   216          28     24      6     10       0.61580E-01 -0.97000E+01  0.13800E-03  0.29100E+00
   217          28     24     51     55       0.47800E-02 -0.72000E+01  0.13000E-04  0.11350E+01
   218          29     25      5      9       0.39210E-01 -0.11200E+02  0.13000E-04  0.21900E+00
   219          29     25      6     10       0.49430E-01 -0.99000E+01  0.14100E-03  0.31010E+01
   220          30     26      5      9       0.33100E-01 -0.11100E+02  0.37000E-04  0.17710E+01
   221          30     26      6     10       0.42390E-01 -0.80000E+01  0.71000E-04  0.92700E+00
   222          31     27      5      9       0.28160E-01 -0.93000E+01  0.10000E-05  0.58500E+00
   223          31     27      6     10       0.36110E-01 -0.87000E+01  0.14100E-03  0.41050E+01
   224          32     28      5      9       0.25660E-01 -0.98000E+01  0.51000E-04  0.18610E+01
   225          32     28      6     10       0.33200E-01 -0.68000E+01  0.80000E-05  0.77200E+00
   226          50     54      5      9       0.11630E+00 -0.11100E+02  0.19000E-03  0.71300E+00
   227          54     50     56     60       0.55203E+01 -0.15300E+02  0.56480E-02  0.44400E+00
   228          50     54     51     55       0.36671E+02 -0.12400E+02  0.10084E+00  0.10510E+01
   229          51     55      5      9       0.16728E+00 -0.12300E+02  0.20000E-05  0.24400E+00
   230          55     51     57     61       0.55347E+01 -0.11700E+02  0.56700E-02  0.13820E+01
   231          52     56      5      9       0.18584E+00 -0.12500E+02  0.53200E-03  0.35600E+00
   232          52     56      6     10       0.22721E+00 -0.10900E+02  0.91300E-03  0.22620E+01
   233          52     56     54     58       0.60156E+01 -0.86000E+01  0.20663E-01  0.40030E+01
   234          52     56     51     55       0.25280E+02 -0.12700E+02  0.32413E-01  0.20050E+01
   235          53     57      5      9       0.15983E+00 -0.13800E+02  0.29200E-03  0.16500E+00
   236          53     57      6     10       0.19562E+00 -0.12300E+02  0.72600E-03  0.31510E+01
   237          57     53     50     54       0.19627E+02 -0.91000E+01  0.35740E-01  0.95200E+00
   238          53     57     55     59       0.57233E+01 -0.13500E+02  0.27167E-01  0.49580E+01
   239          54     58      5      9       0.11418E+00 -0.14000E+02  0.50500E-03  0.47500E+00
   240          54     58      6     10       0.13996E+00 -0.12700E+02  0.89600E-03  0.45360E+01
   241          58     54     51     55       0.23263E+02 -0.12100E+02  0.33634E-01  0.97400E+00
   242          55     59      5      9       0.64620E-01 -0.17100E+02  0.38000E-04  0.17700E+01
   243          55     59      6     10       0.79700E-01 -0.15200E+02  0.22200E-03  0.30080E+01
   244          59     55     50     54       0.28312E+02 -0.12000E+02  0.41632E-01  0.60400E+00
   245          56     60      5      9       0.37710E-01 -0.14300E+02  0.14800E-03  0.27050E+01
   246          60     56     51     55       0.14611E+02 -0.14400E+02  0.12386E-01  0.10560E+01
   247          57     61      5      9       0.27960E-01 -0.14700E+02  0.15800E-03  0.36030E+01
   248          61     57     50     54       0.27354E+01 -0.12100E+02  0.37010E-02  0.10470E+01
   249          58     62      5      9       0.20110E-01 -0.17400E+02  0.92000E-04  0.91100E+00
   250          62     58     50     54       0.19922E+01 -0.10000E+02  0.99000E-03  0.62500E+00
   251          62     58     51     55       0.36216E+01 -0.96000E+01  0.69790E-02  0.80500E+00
   252          59     63      5      9       0.11700E-01 -0.17500E+02  0.10700E-03  0.49900E+01
   253          63     59     50     54       0.13292E+01 -0.95000E+01  0.15260E-02  0.68800E+00
   254          63     59     51     55       0.22701E+01 -0.88000E+01  0.11770E-02  0.80100E+00
   255          64     60     50     54       0.10076E+01 -0.86000E+01  0.44100E-03  0.50100E+00
   256          64     60     51     55       0.16610E+01 -0.79000E+01  0.14310E-02  0.47400E+00
   257          65     61     50     54       0.77156E+00 -0.78000E+01  0.24970E-02  0.10490E+01
   258          65     61     51     55       0.12371E+01 -0.72000E+01  0.12350E-02  0.10150E+01
   259          66     62      5      9       0.10300E-01  0.32000E+01  0.70000E-04  0.32580E+01
   260          66     62     50     54       0.60178E+00 -0.63000E+01  0.77100E-03  0.14000E+00
   261          66     62     51     55       0.94722E+00 -0.60000E+01  0.52800E-03  0.60600E+00
   262          67     63     50     54       0.43781E+00 -0.58000E+01  0.13520E-02  0.73000E+00
   263          67     63     51     55       0.68368E+00 -0.54000E+01  0.19630E-02  0.89300E+00
   264          68     64     50     54       0.29581E+00 -0.59000E+01  0.63700E-03  0.21760E+01
   265          68     64     51     55       0.45821E+00 -0.53000E+01  0.86300E-03  0.16750E+01
   266          69     65      6     10       0.91000E-02  0.47000E+01  0.60000E-04  0.28760E+01
   267          69     65     50     54       0.18117E+00 -0.43000E+01  0.39400E-03  0.79800E+00
   268          69     65     51     55       0.28092E+00 -0.54000E+01  0.63700E-03  0.11630E+01
   269          70     66      6     10       0.56200E-02  0.47000E+01  0.76000E-04  0.42300E+01
   270          70     66     50     54       0.79740E-01 -0.43000E+01  0.18400E-03  0.35760E+01
   271          70     66     51     55       0.12345E+00 -0.53000E+01  0.71000E-04  0.22300E+00
   272          71     67      6     10       0.51800E-02 -0.20000E+00  0.20000E-04  0.71600E+00
   273          71     67     50     54       0.50780E-01 -0.94000E+01  0.15300E-03  0.23210E+01
   274          71     67     51     55       0.76740E-01 -0.76000E+01  0.42000E-03  0.44130E+01
   275          72     68      6     10       0.58900E-02 -0.14000E+01  0.25000E-04  0.28700E+00
   276          72     68     50     54       0.44070E-01 -0.11600E+02  0.31900E-03  0.48690E+01
   277          77     73      6     10       0.75100E-02 -0.55000E+01  0.11700E-03  0.46170E+01
   278          77     73     50     54       0.20840E-01 -0.92000E+01  0.18000E-04  0.32710E+01
   279          77     73     51     55       0.31020E-01 -0.79000E+01  0.54000E-04  0.11830E+01
   280           7     11      6     10       0.25644E+02 -0.13200E+02  0.26228E-01  0.49800E+00
   281           7     11     50     54       0.13598E+00 -0.95000E+01  0.55000E-04  0.92200E+00
   282           7     11     51     55       0.19623E+00 -0.99000E+01  0.14200E-03  0.14940E+01
   283          13      9      6     10       0.17320E+02 -0.84000E+01  0.56810E-01  0.34000E-01
   284           9     13     50     54       0.58670E-01 -0.11100E+02  0.36300E-03  0.48410E+01
   285           8     12      7     11       0.30282E+02 -0.12600E+02  0.55706E-01  0.47700E+00
   286          12      8     14     18       0.33031E+01 -0.79000E+01  0.67000E-04  0.66200E+00
   287           8     12     52     56       0.17670E+00 -0.92000E+01  0.54100E-03  0.18320E+01
   288           8     12     53     57       0.15227E+00 -0.10500E+02  0.32300E-03  0.16490E+01
   289          14     10      7     11       0.91980E+01 -0.82000E+01  0.12695E-01  0.14490E+01
   290          10     14     52     56       0.44280E-01 -0.10900E+02  0.20100E-03  0.29420E+01
   291          10     14     53     57       0.38400E-01 -0.95000E+01  0.21700E-03  0.32610E+01
   292          16     12      7     11       0.63683E+01 -0.83000E+01  0.12690E-02  0.15300E+00
   293          17     13      7     11       0.30981E+01 -0.70000E+01  0.49630E-02  0.35700E+00
   294          17     13      8     12       0.62008E+01 -0.67000E+01  0.21437E-01  0.30010E+01
   295          13     17     52     56       0.18220E-01 -0.85000E+01  0.84000E-04  0.21980E+01
   296          13     17     53     57       0.15970E-01 -0.31000E+01  0.24600E-03  0.32060E+01
   297          18     14      7     11       0.22803E+01 -0.68000E+01  0.69700E-03  0.69000E-01
   298          19     15      7     11       0.16415E+01 -0.62000E+01  0.83400E-03  0.17900E+00
   299          19     15      8     12       0.20395E+01 -0.73000E+01  0.78000E-04  0.90000E-02
   300          20     16      7     11       0.11978E+01 -0.57000E+01  0.22800E-03  0.40000E+00
   301          20     16      8     12       0.13687E+01 -0.67000E+01  0.41800E-03  0.39600E+00
   302          21     17      7     11       0.87135E+00 -0.53000E+01  0.12130E-02  0.26000E-01
   303          21     17      8     12       0.94240E+00 -0.61000E+01  0.16400E-03  0.30000E-01
   304          22     18      7     11       0.62345E+00 -0.47000E+01  0.48500E-03  0.82600E+00
   305          22     18      8     12       0.65105E+00 -0.56000E+01  0.41200E-03  0.84400E+00
   306          23     19      7     11       0.39695E+00 -0.41000E+01  0.36200E-03  0.89100E+00
   307          23     19      8     12       0.40483E+00 -0.50000E+01  0.88000E-04  0.10980E+01
   308          24     20      7     11       0.27626E+00 -0.51000E+01  0.16100E-03  0.99900E+00
   309          24     20      8     12       0.27753E+00 -0.58000E+01  0.11400E-03  0.98500E+00
   310          25     21      7     11       0.14912E+00 -0.79000E+01  0.12500E-03  0.32490E+01
   311          25     21      8     12       0.14724E+00 -0.74000E+01  0.21400E-03  0.16150E+01
   312          26     22      7     11       0.77170E-01 -0.95000E+01  0.55000E-04  0.60000E+00
   313          26     22      8     12       0.74420E-01 -0.99000E+01  0.13900E-03  0.85300E+00
   314          27     23      7     11       0.73380E-01 -0.96000E+01  0.44000E-04  0.49900E+00
   315          27     23      8     12       0.70010E-01 -0.10800E+02  0.13300E-03  0.17290E+01
   316          28     24      7     11       0.63720E-01 -0.96000E+01  0.56000E-04  0.77900E+00
   317          28     24      8     12       0.60480E-01 -0.96000E+01  0.21000E-04  0.44400E+00
