        1.11667       -5.74667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       15.19333      -36.40333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       -4.66667      -18.80667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       19.16333       -3.92333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        1.08667      -31.28333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       14.88000      -40.73667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        9.85000      -10.10667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        8.69000      -15.76333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        8.70000      -15.84667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        7.51333      -18.77000    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       12.43000      -31.99333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       12.37667      -31.90333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       14.14000       -6.18333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       12.70000      -26.02333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        3.83000      -31.44333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        9.84667       -9.99667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        1.47667      -33.00333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        1.38333      -32.97333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        1.09667      -31.38333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       14.14333       -6.81667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       14.09000      -11.38000    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        9.50333      -13.40000    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        6.73000      -33.08000    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        7.18000      -39.66333    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        7.49667      -18.67667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       12.69333      -25.93667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        3.73333      -31.49000    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
        0.11000      -11.38000    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
       14.06667      -39.34667    0.10000E+03        0.00000    0.20000E+01   -0.20000E+01
