    P+   P-        C+   C-  Normalised_Error  Observed_Rho  Calculated_Rho  Observed_Phase  Calculated_Phase  Original_Weight   Final_Weight   C
    4    7        16   13        0.27116         45.069         45.350          -13.428          -13.440         0.14142E+00    0.15143E+00    1
    5    8        17   14        0.36466         69.755         69.248          -14.544          -14.520         0.14142E+00    0.14142E+00    0
    6    9        18   15        0.50439         95.872         94.910          -15.068          -15.047         0.14142E+00    0.14142E+00    0
    7   10        19   16        0.27955        109.878        109.265          -15.263          -15.254         0.14142E+00    0.14142E+00    0
    8   11        20   17        0.03746        111.157        111.240          -15.299          -15.308         0.14142E+00    0.14142E+00    0
    9   12        21   18        0.18165        107.577        107.969          -15.279          -15.300         0.14142E+00    0.14142E+00    0
   10   13        22   19        0.09267        104.834        105.028          -15.267          -15.290         0.14142E+00    0.14142E+00    0
   11   14        23   20        0.07405        103.090        103.243          -15.261          -15.282         0.14142E+00    0.14142E+00    0
   12   15        24   21        0.10176        102.038        102.246          -15.254          -15.268         0.14142E+00    0.14142E+00    0
    1    4        16   13        0.68072         65.374         64.346          -13.382          -13.392         0.14142E+00    0.15257E+00    1
    2    5        17   14        0.54712         54.887         54.162          -13.237          -13.233         0.14142E+00    0.15593E+00    1
    3    6        18   15        0.13198         43.452         43.599          -13.024          -13.042         0.14142E+00    0.15960E+00    1
    4    7        19   16        0.53643         43.244         43.773          -13.422          -13.439         0.14142E+00    0.15048E+00    1
    5    8        20   17        0.31678         64.989         64.578          -14.607          -14.570         0.14142E+00    0.14142E+00    0
    6    9        21   18        0.72449         92.999         91.661          -15.260          -15.223         0.14142E+00    0.14142E+00    0
    7   10        22   19        0.46095        110.483        109.470          -15.517          -15.498         0.14142E+00    0.14142E+00    0
    8   11        23   20        0.09724        113.545        113.766          -15.561          -15.566         0.14142E+00    0.14142E+00    0
    9   12        24   21        0.42595        110.061        111.003          -15.515          -15.532         0.14142E+00    0.14142E+00    0
    1    4        19   16        0.46856         72.076         71.364          -13.756          -13.760         0.14142E+00    0.14556E+00    1
    2    5        20   17        0.67962         60.398         59.474          -13.649          -13.609         0.14142E+00    0.15061E+00    1
    3    6        21   18        0.10615         46.385         46.266          -13.392          -13.366         0.14142E+00    0.15595E+00    1
    4    7        22   19        0.42097         42.829         43.235          -13.602          -13.596         0.14142E+00    0.14973E+00    1
    5    8        23   20        0.44514         62.144         61.593          -14.743          -14.683         0.14142E+00    0.14142E+00    0
    6    9        24   21        1.09265         90.850         88.886          -15.404          -15.342         0.14142E+00    0.14142E+00    0
    1    4        22   19        0.62094         76.552         75.605          -14.095          -14.080         0.14142E+00    0.14159E+00    1
    2    5        23   20        1.21688         64.381         62.654          -13.929          -13.872         0.14142E+00    0.14950E+00    1
    3    6        24   21        0.80721         48.756         47.804          -13.579          -13.530         0.14142E+00    0.15629E+00    1
