2103 1114 28
1 197 352 484 1 1
2 368 338 375 2 1
3 350 434 435 3 1
4 215 216 372 4 1
5 230 232 239 5 1
6 246 247 249 6 1
7 115 114 266 7 1
8 443 417 461 8 1
9 233 359 419 9 1
10 273 275 489 10 1
11 406 450 472 11 1
12 216 326 505 12 1
13 246 239 247 13 1
14 256 357 486 14 1
15 339 295 458 15 1
16 312 296 324 16 1
17 274 416 426 17 1
18 359 242 419 18 1
19 270 284 443 19 1
20 295 339 340 20 1
21 245 239 246 21 1
22 239 232 248 22 1
23 206 217 219 23 1
24 220 205 221 24 1
25 217 218 444 25 1
26 114 187 266 26 1
27 271 272 481 27 1
28 310 443 461 28 1
29 305 329 331 29 1
30 343 344 360 30 1
31 326 299 505 31 1
32 205 152 509 32 1
33 338 368 502 33 1
34 318 213 487 34 1
35 219 217 444 35 1
36 332 330 334 36 1
37 288 296 475 37 1
38 272 273 489 38 1
39 255 223 452 39 1
40 249 247 261 40 1
41 358 260 374 41 1
42 377 366 463 42 1
43 425 358 492 43 1
44 257 249 258 44 1
45 366 367 463 45 1
46 258 249 260 46 1
47 312 324 467 47 1
48 260 369 374 48 1
49 209 224 476 49 1
50 203 343 360 50 1
51 242 241 419 51 1
52 384 327 466 52 1
53 269 270 493 53 1
54 407 309 437 54 1
55 27 117 262 55 1
56 270 271 481 56 1
57 206 219 468 57 1
58 117 185 262 58 1
59 309 407 472 59 1
60 300 396 397 60 1
61 221 205 482 61 1
62 454 256 486 62 1
63 308 270 443 63 1
64 149 318 487 64 1
65 330 195 342 65 1
66 415 417 418 66 1
67 205 222 482 67 1
68 403 416 429 68 1
69 172 173 303 69 1
70 330 342 455 70 1
71 230 239 245 71 1
72 259 223 264 72 1
73 200 143 313 73 1
74 164 198 319 74 1
75 323 210 347 75 1
76 393 392 396 76 1
77 267 199 353 77 1
78 143 144 313 78 1
79 163 164 319 79 1
80 332 334 337 80 1
81 409 411 414 81 1
82 226 230 513 82 1
83 352 298 484 83 1
84 416 274 429 84 1
85 152 205 220 85 1
86 206 155 217 86 1
87 149 150 318 87 1
88 276 300 504 88 1
89 341 132 500 89 1
90 154 206 507 90 1
91 258 358 425 91 1
92 303 173 328 92 1
93 397 395 398 93 1
94 387 372 505 94 1
95 362 344 431 95 1
96 279 280 473 96 1
97 283 288 490 97 1
98 396 392 397 98 1
99 317 209 476 99 1
100 223 255 454 100 1
101 344 211 431 101 1
102 337 334 338 102 1
103 154 155 206 103 1
104 263 244 359 104 1
105 169 170 324 105 1
106 246 249 257 106 1
107 201 358 374 107 1
108 216 215 507 108 1
109 202 375 459 109 1
110 416 403 417 110 1
111 335 333 494 111 1
112 275 276 504 112 1
113 326 216 468 113 1
114 416 412 426 114 1
115 187 261 266 115 1
116 185 379 512 116 1
117 248 232 388 117 1
118 288 289 296 118 1
119 379 185 508 119 1
120 295 380 458 120 1
121 130 204 345 121 1
122 434 350 463 122 1
123 258 260 358 123 1
124 213 318 445 124 1
125 383 298 438 125 1
126 371 222 373 126 1
127 334 330 455 127 1
128 293 372 387 128 1
129 153 215 509 129 1
130 346 361 432 130 1
131 134 225 327 131 1
132 244 263 382 132 1
133 350 435 470 133 1
134 401 311 404 134 1
135 212 346 432 135 1
136 298 383 484 136 1
137 245 384 466 137 1
138 145 35 421 138 1
139 37 162 422 139 1
140 346 425 492 140 1
141 235 262 388 141 1
142 323 347 440 142 1
143 245 246 384 143 1
144 372 371 373 144 1
145 233 238 359 145 1
146 218 217 496 146 1
147 262 185 512 147 1
148 289 292 325 148 1
149 362 202 459 149 1
150 291 415 418 150 1
151 265 269 493 151 1
152 196 327 384 152 1
153 305 331 458 153 1
154 357 356 476 154 1
155 215 154 507 155 1
156 320 319 321 156 1
157 215 372 373 157 1
158 352 197 447 158 1
159 313 314 315 159 1
160 144 145 208 160 1
161 162 163 207 161 1
162 397 301 504 162 1
163 153 154 215 163 1
164 270 269 271 164 1
165 333 332 494 165 1
166 230 231 232 166 1
167 261 187 515 167 1
168 283 287 288 168 1
169 404 311 437 169 1
170 331 330 332 170 1
171 294 283 490 171 1
172 275 273 276 172 1
173 324 170 467 173 1
174 272 271 273 174 1
175 284 270 481 175 1
176 210 157 347 176 1
177 267 353 356 177 1
178 223 454 482 178 1
179 144 208 313 179 1
180 207 163 319 180 1
181 156 157 210 181 1
182 150 151 209 182 1
183 344 362 459 183 1
184 247 239 248 184 1
185 268 222 371 185 1
186 320 321 323 186 1
187 292 298 352 187 1
188 309 404 437 188 1
189 315 314 317 189 1
190 306 307 309 190 1
191 276 279 473 191 1
192 295 340 430 192 1
193 260 249 261 193 1
194 284 417 443 194 1
195 358 201 492 195 1
196 152 153 509 196 1
197 150 209 318 197 1
198 375 338 459 198 1
199 181 325 352 199 1
200 357 224 486 200 1
201 409 414 465 201 1
202 151 152 220 202 1
203 155 156 217 203 1
204 217 156 496 204 1
205 151 220 497 205 1
206 224 209 497 206 1
207 182 172 303 207 1
208 223 259 452 208 1
209 261 247 453 209 1
210 132 196 500 210 1
211 329 195 330 211 1
212 263 265 382 212 1
213 356 315 476 213 1
214 450 446 472 214 1
215 380 305 458 215 1
216 319 198 321 216 1
217 226 228 230 217 1
218 132 133 196 218 1
219 174 175 195 219 1
220 200 313 315 220 1
221 176 177 203 221 1
222 130 131 204 222 1
223 258 425 449 223 1
224 300 397 504 224 1
225 178 179 211 225 1
226 128 129 212 226 1
227 195 175 342 227 1
228 283 294 514 228 1
229 296 289 325 229 1
230 134 135 225 230 1
231 291 418 489 231 1
232 417 284 418 232 1
233 203 177 343 233 1
234 337 338 502 234 1
235 157 158 347 235 1
236 175 176 342 236 1
237 345 204 425 237 1
238 135 136 183 238 1
239 171 172 182 239 1
240 142 200 353 240 1
241 325 292 352 241 1
242 222 205 373 242 1
243 199 267 441 243 1
244 214 347 488 244 1
245 322 214 511 245 1
246 213 316 510 246 1
247 177 178 343 247 1
248 301 397 398 248 1
249 176 203 342 249 1
250 324 296 325 250 1
251 329 305 483 251 1
252 309 310 404 252 1
253 209 317 318 253 1
254 305 303 483 254 1
255 238 263 359 255 1
256 178 211 343 256 1
257 281 349 506 257 1
258 156 210 496 258 1
259 209 151 497 259 1
260 247 248 379 260 1
261 173 174 328 261 1
262 417 403 461 262 1
263 350 460 506 263 1
264 220 221 486 264 1
265 280 279 281 265 1
266 174 195 328 266 1
267 135 183 225 267 1
268 413 409 465 268 1
269 466 225 513 269 1
270 280 281 506 270 1
271 343 211 344 271 1
272 142 143 200 272 1
273 164 165 198 273 1
274 243 285 306 274 1
275 35 146 421 275 1
276 161 37 422 276 1
277 210 323 485 277 1
278 402 401 404 278 1
279 320 323 440 279 1
280 129 130 345 280 1
281 110 109 361 281 1
282 300 276 473 282 1
283 326 219 469 283 1
284 327 225 466 284 1
285 133 134 327 285 1
286 131 132 341 286 1
287 372 216 505 287 1
288 140 199 355 288 1
289 333 335 336 289 1
290 113 112 369 290 1
291 425 204 449 291 1
292 140 141 199 292 1
293 166 167 197 293 1
294 165 166 354 294 1
295 260 261 515 295 1
296 197 167 447 296 1
297 288 287 289 297 1
298 353 200 356 298 1
299 317 314 445 299 1
300 222 268 448 300 1
301 306 309 472 301 1
302 214 322 440 302 1
303 257 258 449 303 1
304 360 344 459 304 1
305 349 377 463 305 1
306 138 139 180 306 1
307 168 169 181 307 1
308 338 334 360 308 1
309 347 158 488 309 1
310 444 297 469 310 1
311 198 354 383 311 1
312 331 332 333 312 1
313 316 213 445 313 1
314 147 148 213 314 1
315 159 160 214 315 1
316 243 306 446 316 1
317 364 377 430 317 1
318 304 303 305 318 1
319 309 307 310 319 1
320 347 214 440 320 1
321 399 398 478 321 1
322 141 142 353 322 1
323 297 290 469 323 1
324 181 169 324 324 1
325 198 165 354 325 1
326 396 300 460 326 1
327 136 137 381 327 1
328 238 259 263 328 1
329 336 335 456 329 1
330 219 326 468 330 1
331 225 183 226 331 1
332 328 195 329 332 1
333 296 312 491 333 1
334 115 266 462 334 1
335 313 208 314 335 1
336 207 319 320 336 1
337 331 333 458 337 1
338 139 140 355 338 1
339 318 317 445 339 1
340 181 324 325 340 1
341 111 110 201 341 1
342 120 121 202 342 1
343 329 330 331 343 1
344 119 120 362 344 1
345 383 438 439 345 1
346 229 251 348 346 1
347 36 149 487 347 1
348 158 38 488 348 1
349 323 321 439 349 1
350 123 124 186 350 1
351 114 113 187 351 1
352 167 168 447 352 1
353 264 223 448 353 1
354 34 365 378 354 1
355 117 116 185 355 1
356 126 127 184 356 1
357 200 315 356 357 1
358 122 123 368 358 1
359 112 111 374 359 1
360 350 470 471 360 1
361 121 122 375 361 1
362 301 398 399 362 1
363 391 394 420 363 1
364 232 231 233 364 1
365 306 285 307 365 1
366 276 278 279 366 1
367 166 197 354 367 1
368 230 228 231 368 1
369 124 125 376 369 1
370 252 180 355 370 1
371 398 302 428 371 1
372 125 126 370 372 1
373 412 410 426 373 1
374 138 180 480 374 1
375 118 119 431 375 1
376 109 108 432 376 1
377 381 137 480 377 1
378 342 203 455 378 1
379 147 213 510 379 1
380 214 160 511 380 1
381 399 413 465 381 1
382 263 264 265 382 1
383 321 198 383 383 1
384 464 399 465 384 1
385 265 268 269 385 1
386 310 402 404 386 1
387 179 26 499 387 1
388 1 128 498 388 1
389 203 360 455 389 1
390 236 243 442 390 1
391 463 350 506 391 1
392 212 345 346 392 1
393 361 109 432 393 1
394 395 302 398 394 1
395 391 393 394 395 1
396 411 410 412 396 1
397 26 118 499 397 1
398 108 1 498 398 1
399 171 182 467 399 1
400 281 283 514 400 1
401 181 352 447 401 1
402 201 110 361 402 1
403 170 171 467 403 1
404 225 226 513 404 1
405 369 112 374 405 1
406 270 308 493 406 1
407 383 354 484 407 1
408 314 208 316 408 1
409 207 320 322 409 1
410 211 179 499 410 1
411 128 212 498 411 1
412 229 348 479 412 1
413 182 303 304 413 1
414 246 257 384 414 1
415 187 113 369 415 1
416 291 464 465 416 1
417 292 297 298 417 1
418 277 413 478 418 1
419 393 391 424 419 1
420 256 254 267 420 1
421 338 360 459 421 1
422 363 336 477 422 1
423 302 395 400 423 1
424 355 199 441 424 1
425 410 411 427 425 1
426 340 336 363 426 1
427 120 202 362 427 1
428 289 290 292 428 1
429 267 254 441 429 1
430 251 253 348 430 1
431 127 34 378 431 1
432 413 277 423 432 1
433 208 145 421 433 1
434 162 207 422 434 1
435 267 356 357 435 1
436 475 295 490 436 1
437 119 362 431 437 1
438 241 235 388 438 1
439 148 36 487 439 1
440 38 159 488 440 1
441 468 216 507 441 1
442 137 138 480 442 1
443 252 355 441 443 1
444 111 201 374 444 1
445 212 129 345 445 1
446 202 121 375 446 1
447 196 133 327 447 1
448 204 131 341 448 1
449 367 194 389 449 1
450 183 136 381 450 1
451 418 272 489 451 1
452 123 186 368 452 1
453 364 363 365 453 1
454 122 368 375 454 1
455 251 252 253 455 1
456 405 403 429 456 1
457 236 242 243 457 1
458 186 124 376 458 1
459 34 107 194 459 1
460 80 27 192 460 1
461 243 244 285 461 1
462 322 320 440 462 1
463 349 281 514 463 1
464 32 99 189 464 1
465 88 29 190 465 1
466 33 103 193 466 1
467 84 28 191 467 1
468 94 93 188 468 1
469 103 102 420 469 1
470 126 184 370 470 1
471 281 282 283 471 1
472 102 101 391 472 1
473 283 286 287 473 1
474 101 100 424 474 1
475 95 94 408 475 1
476 100 32 390 476 1
477 93 92 427 477 1
478 99 98 400 478 1
479 475 296 491 479 1
480 116 115 462 480 1
481 31 95 423 481 1
482 104 33 436 482 1
483 316 208 421 483 1
484 207 322 422 484 1
485 396 460 471 485 1
486 237 446 450 486 1
487 92 30 410 487 1
488 125 370 376 488 1
489 96 31 277 489 1
490 30 91 426 490 1
491 98 97 302 491 1
492 97 96 428 492 1
493 89 88 405 493 1
494 333 339 458 494 1
495 346 345 425 495 1
496 90 89 429 496 1
497 29 87 401 497 1
498 193 435 436 498 1
499 91 90 274 499 1
500 180 252 495 500 1
501 303 328 483 501 1
502 105 104 351 502 1
503 85 84 407 503 1
504 454 221 482 504 1
505 304 305 380 505 1
506 255 452 474 506 1
507 229 227 250 507 1
508 86 85 437 508 1
509 252 251 495 509 1
510 388 232 419 510 1
511 232 233 419 511 1
512 185 116 462 512 1
513 87 86 311 513 1
514 193 420 470 514 1
515 266 261 453 515 1
516 402 310 461 516 1
517 106 105 433 517 1
518 420 394 470 518 1
519 314 316 445 519 1
520 276 273 278 520 1
521 340 364 430 521 1
522 271 269 293 522 1
523 460 350 471 523 1
524 28 83 406 524 1
525 107 106 389 525 1
526 460 280 506 526 1
527 240 234 348 527 1
528 315 317 476 528 1
529 348 234 479 529 1
530 220 486 497 530 1
531 250 227 381 531 1
532 226 227 228 532 1
533 298 297 438 533 1
534 199 141 353 534 1
535 332 337 494 535 1
536 235 27 262 536 1
537 81 80 451 537 1
538 361 346 492 538 1
539 386 387 505 539 1
540 292 290 297 540 1
541 413 399 478 541 1
542 256 267 357 542 1
543 186 376 385 543 1
544 366 194 367 544 1
545 435 351 436 545 1
546 415 412 416 546 1
547 263 259 264 547 1
548 253 254 255 548 1
549 201 361 492 549 1
550 184 127 378 550 1
551 289 287 290 551 1
552 233 234 238 552 1
553 180 139 355 553 1
554 230 245 513 554 1
555 392 189 395 555 1
556 390 392 393 556 1
557 409 188 411 557 1
558 408 409 413 558 1
559 83 82 450 559 1
560 434 351 435 560 1
561 190 402 403 561 1
562 295 430 490 562 1
563 388 262 512 563 1
564 168 181 447 564 1
565 226 183 227 565 1
566 160 161 511 566 1
567 146 147 510 567 1
568 255 256 454 568 1
569 486 224 497 569 1
570 365 363 378 570 1
571 377 349 514 571 1
572 310 307 443 572 1
573 462 266 508 573 1
574 384 257 500 574 1
575 269 268 371 575 1
576 250 381 480 576 1
577 435 193 470 577 1
578 237 442 446 578 1
579 286 282 299 579 1
580 279 278 386 580 1
581 265 264 268 581 1
582 266 453 508 582 1
583 301 399 464 583 1
584 224 357 476 584 1
585 190 403 405 585 1
586 238 240 259 586 1
587 438 297 444 587 1
588 390 393 424 588 1
589 411 188 427 589 1
590 395 189 400 590 1
591 255 254 256 591 1
592 253 252 254 592 1
593 408 413 423 593 1
594 340 363 364 594 1
595 281 279 282 595 1
596 182 312 467 596 1
597 283 282 286 597 1
598 247 379 453 598 1
599 285 244 382 599 1
600 339 336 340 600 1
601 299 386 505 601 1
602 307 285 308 602 1
603 449 341 500 603 1
604 82 81 237 604 1
605 204 341 449 605 1
606 219 444 469 606 1
607 227 183 381 607 1
608 414 412 415 608 1
609 335 385 503 609 1
610 415 416 417 610 1
611 321 383 439 611 1
612 229 250 251 612 1
613 370 184 456 613 1
614 414 291 465 614 1
615 377 294 430 615 1
616 293 387 457 616 1
617 301 464 504 617 1
618 182 304 312 618 1
619 191 406 472 619 1
620 253 255 474 620 1
621 398 428 478 621 1
622 403 402 461 622 1
623 349 463 506 623 1
624 333 336 339 624 1
625 228 227 229 625 1
626 243 242 244 626 1
627 293 371 372 627 1
