      123.86803      -18.97997       -3.12801
       57.68342       -5.56164       -2.10876
       48.39367      -20.32842       -2.03133
       32.47161      -93.31706       -2.70723
      -21.59611      -13.47626       -1.62131
      -16.45049       -8.25225       -1.78012
      -10.59757       -9.38331       -2.29370
       10.21134      -24.85808       -1.28449
      -17.93439      -24.03677       -1.83458
       28.26933      -33.73299       -1.60486
       -1.68806      -17.58755       -2.95812
       54.72471      -74.60158       -3.25800
      -17.89709       -9.74200       -1.83160
      -76.93886      -62.52678       -3.15659
       66.72502      -14.10133       -1.73430
       86.09711      -12.08751       -1.98726
       16.00827      -17.93302       -1.26491
      -14.46891      -24.02942       -2.10454
        9.80318      -31.85468       -1.68450
       65.16178      -15.95479       -2.00738
      -20.05479       -9.17128       -1.86117
      -18.81356      -13.85125       -1.86035
       94.70125     -105.37690       -3.14177
      -48.44803     -102.11649       -3.38860
      121.05193      -90.72773       -3.55985
      -11.00483       -8.62415       -2.30312
       18.56988      -37.78804       -2.12755
        7.88687      -24.25379       -1.29287
       67.82659       -7.56493       -1.77430
       59.08998       -2.27796       -2.00801
       58.13532      -64.83408       -2.43246
      -28.84125     -127.65338       -2.95495
       58.11170       -6.21807       -2.19323
     -195.70202     -111.06441       -5.05843
      106.42534      -91.33702       -3.54555
       62.32840       -5.69650       -1.77452
       79.09358      -21.98859       -1.58800
       25.14547      -34.96328       -1.27860
      -40.01307      -48.73092       -2.45546
      -14.79075       -8.41333       -1.82554
      -12.32319       -5.19072       -2.08953
       55.35636      -21.79456       -2.02909
      -12.80403       -3.47649       -2.28389
      -15.66637       -5.48177       -1.96530
       53.62531      -20.11317       -2.13120
      -14.29296       -5.87721       -1.93267
       85.90118       -7.52383       -2.58287
      -11.83061       -5.88987       -2.28182
     -109.00929      -86.09563       -4.27247
       60.00550       -2.02410       -1.92534
      -13.54503      -21.39908       -2.23345
      -22.32468       -4.38289       -2.07398
        6.08295      -42.84591       -2.47623
        2.98301      -18.47525       -1.80159
      -10.73722      -14.58228       -2.55387
       14.56469      -38.60049       -1.56562
       79.33674      -97.91493       -3.46421
      -11.42606      -13.70783       -2.44331
        1.36611      -18.90545       -2.07326
       38.12474      -23.90504       -0.81483
      -37.92947      -89.65727       -3.30951
      -64.32437      -65.52861       -3.15773
        6.39773      -32.49697       -1.66076
     -190.91618     -131.08234       -5.04161
       64.31965       -3.00485       -1.87665
       16.58331      -25.45735       -0.63309
      -25.12713      -86.38997       -3.10781
       13.49192      -18.55142       -0.89578
       73.41034       -1.50617       -1.94861
       62.87490       -3.28397       -1.91147
      -22.25595      -10.72137       -2.00593
      -25.22224      -50.14240       -2.35133
     -132.83730      -14.73619       -4.47307
      179.01962      -14.96942       -4.43210
      191.92127     -102.70669       -4.53821
       39.09509      -19.99170       -1.05323
      -87.10457      -19.92021       -3.49212
     -146.53276       -8.07694       -4.60228
      192.55881       -8.11026       -4.56229
       61.03848       -6.38447       -2.06974
       22.11076      -19.73489       -0.89949
      -26.62294       -9.78286       -2.42587
      123.01291      -27.56395       -2.92113
       14.77194      -17.86800       -1.23491
      -47.71928     -123.88689       -3.76589
       95.53162     -128.23359       -3.86371
     -169.07695     -140.25619       -4.69725
       36.60940      -30.20794       -1.29195
      -17.79926       -1.57487       -2.15274
       58.76183     -126.40060       -3.31722
      -13.64543       -3.95353       -2.13556
       71.27504       -2.51443       -1.99723
       34.02571      -20.16203       -0.80525
       35.75860      -69.19275       -3.75287
       57.38808       -2.18961       -2.38794
       44.85453      -34.10708       -2.51809
       70.49267      -29.68061       -1.63562
       37.64121      -21.10193       -0.82859
     -126.08118      -85.42012       -4.26559
      -44.99570      -56.23751       -2.76412
       57.65886       -1.64052       -2.27188
       59.90042       -5.74375       -1.96297
       73.34594     -141.04250       -3.07536
      -12.73615      -31.06313       -2.04633
       91.76806       -2.84382       -2.34778
      -16.89217       -6.52387       -1.95409
      -11.68091       -4.42363       -2.16394
       40.90800     -103.29468       -3.33519
       57.40938       -4.16101       -2.34914
       13.41322      -20.94466       -0.55765
       61.37346       -9.70263       -2.33559
       34.02440      -31.59928       -1.31940
       61.53803      -82.58620       -2.73089
       17.03794      -18.84216       -0.89811
      -12.10724       -8.54096       -2.09566
      -13.46604      -13.01385       -2.58270
      -17.28600      -15.61794       -2.01614
       83.76496      -25.71879       -1.94569
      -12.90186      -12.06318       -2.95803
       69.52193      -14.00996       -1.50764
      -13.98384       -0.83848       -2.24632
       49.88600      -21.51019       -2.18487
      -13.42062       -5.02851       -2.08529
     -184.61532      -96.15937       -5.09153
      133.96926      -43.88454       -3.25057
       -0.97833      -82.24627       -3.23961
       62.12888       -4.34450       -2.04631
       27.01810      -66.38974       -2.56558
        5.07795     -130.93705       -3.13472
      -11.33346       -2.06289       -2.45406
      -25.10945       -2.08912       -2.14814
       -8.90590      -33.49154       -1.92887
       46.66717      -20.52160       -1.90966
        6.57735      -17.71899       -1.96875
      -11.57086       -1.49980       -2.52368
      134.72924      -33.18909       -3.78965
      -22.10952       -6.32647       -2.00079
     -215.72808       -9.80204       -4.94017
      261.73063       -9.79359       -4.95242
      -12.59087       -2.69310       -2.35882
      -12.97956      -16.28448       -2.37311
      208.36650      -91.08806       -4.84274
      -20.16499       -7.06549       -1.99133
       11.74577      -82.66446       -2.46320
      -20.02543      -27.51771       -2.16259
      130.58173     -102.21477       -4.18291
      -12.85100      -13.96370       -2.51037
       96.58955      -28.04174       -2.45465
       57.35802       -3.37143       -2.40949
       19.66392      -25.87571       -0.90830
        1.26644      -45.27283       -2.75009
      -21.00318       -3.25260       -2.28188
       67.82677       -9.43575       -1.84413
     -102.78108      -52.75415       -3.86352
       40.64886     -125.71244       -2.77227
      192.01985      -40.23892       -4.74589
       17.68397      -97.16701       -2.98879
      117.18922      -13.36552       -3.23705
     -145.09165      -40.08233       -4.66241
     -178.60968       -9.15065       -4.87242
      224.60968       -9.15065       -4.86707
       33.60836      -24.36669       -0.88920
       23.35418     -140.35433       -2.72311
       11.76415      -44.16564       -2.40764
       62.04243       -8.69603       -2.16675
      -23.85730      -15.91176       -1.84583
      -12.24100       -7.69853       -2.64519
       73.70992      -34.50588       -1.96414
        5.38552      -17.77203       -1.98466
       63.74611       -6.69358       -1.82944
       65.74490      -29.19842       -2.02838
       32.40549      -35.32106       -1.19734
       87.73205       -4.33130       -2.44222
       23.05322      -39.38658       -1.76509
       12.42756      -33.89270       -2.22373
      193.12796     -127.46123       -4.68313
      -95.01837      -27.19223       -3.75644
      -39.20485      -66.71897       -2.76416
     -162.15570      -17.22759       -4.84707
      208.18175      -17.26091       -4.83583
      168.25921     -140.40042       -4.52368
     -120.45455     -139.52608       -4.46186
       57.78670       -2.88296       -2.11896
      -17.31570      -11.66707       -1.80690
       -3.87567      -69.02488       -2.35610
      189.91976      -58.48412       -4.46197
      113.12692      -30.37897       -2.85377
        4.34848      -19.00096       -1.90488
     -143.85873      -57.83753       -4.46384
        1.41788      -22.85124       -1.93235
       41.76896      -35.35625       -2.42177
       64.80425      -18.60331       -1.58714
      -13.85901       -7.08038       -1.94070
       11.08495      -27.36751       -1.07595
      -11.93694       -3.78438       -2.37830
      -19.18531     -143.91272       -3.46197
     -145.16786     -126.45227       -4.54493
       58.01783       -4.67460       -2.02751
      103.77311      -16.54585       -2.57285
      -84.15904      -72.71046       -4.12869
       23.44120      -20.94446       -0.72717
      -69.94213     -140.14623       -3.79456
      116.91295     -140.52109       -3.87503
      132.72490     -125.68076       -4.41337
      -84.49644     -124.74637       -4.34504
     -101.63202      -99.52387       -4.41803
       75.96145       -2.98997       -2.09261
      -31.72850      -47.88116       -2.63756
      -14.18064       -9.55203       -2.26282
      -18.93192       -1.76663       -2.28327
       65.74305       -4.21913       -1.77776
       -7.64353      -38.91083       -2.24184
     -115.62336      -48.58150       -4.06710
       -2.57416      -18.54774       -2.65424
       70.37540      -11.20883       -2.02649
      178.51532      -29.94018       -4.37931
      -28.32694      -11.80566       -2.10603
      -20.01808       -0.71943       -2.23591
       65.94933       -0.78659       -2.07284
     -131.43460      -29.61315       -4.38947
       61.00669       -0.52109       -2.12814
      -14.98090       -0.46458       -2.28228
      -14.69647       -3.55777       -2.05963
       35.95809      -25.71771       -0.81872
       57.74223       -0.32575       -2.36277
      -11.73136       -0.31508       -2.42974
       64.54032       -1.41216       -2.10082
       62.23581      -30.43929       -2.46906
       90.33497      -22.92032       -1.88002
      -27.38477       -1.23929       -2.22648
       22.02026      -28.37392       -0.78079
       14.71028      -27.67106       -1.12126
       60.07328       -0.93550       -2.17577
       59.03443       -6.37850       -2.37563
      215.23238     -140.39082       -4.71903
       63.22449       -0.62556       -2.10865
      -13.85086       -1.79468       -2.02623
      -32.43779       -1.45048       -2.37946
       78.57465       -1.48380       -2.23023
     -108.53068      -12.08812       -4.02641
      104.26140      -24.62534       -2.32036
      -13.01994      -93.46514       -2.69514
      -78.00563      -21.50700       -3.33620
      242.04812     -110.48287       -5.03583
      252.54985      -68.51414       -5.21111
     -206.38732      -69.24072       -5.15573
       59.20159       -0.41441       -2.22153
       32.99958      -21.76545       -0.70173
       62.07767       -1.14665       -2.13293
       90.84472      -15.55907       -2.05885
       69.54431       -6.81305       -2.25340
        5.06377      -20.69615       -1.58022
     -144.80230     -101.17441       -4.44163
       71.51620       -6.47938       -2.35236
      -17.30420      -32.00888       -1.72646
       58.45171       -0.74016       -2.31209
       52.78045      -29.70611       -2.79467
      152.19237     -125.56008       -4.67930
     -103.13007     -124.12622       -4.65993
      -15.44417      -11.91451       -2.20598
       69.28877       -1.00826       -2.05798
       11.57767      -21.89178       -0.92899
       46.94796      -25.65924       -2.34452
      -62.25910      -94.41904       -4.04973
       49.10187      -35.05582       -2.46527
       67.55762       -1.79485       -2.07031
      -29.79903       -2.68976       -2.33131
       25.26323      -20.13750       -0.83587
      -25.72684       -5.80618       -2.42145
       50.28902      -31.17518       -2.23314
       58.40788       -1.51510       -2.22368
     -119.94971       -6.65925       -4.22206
      166.10599       -6.85916       -4.13777
       -3.46404      -24.16258       -2.24909
     -230.28554      -22.57954       -5.10537
      276.28808      -22.57109       -5.11926
      172.59538      -93.82510       -4.80885
        7.44345      -18.62059       -1.63111
      204.87526      -70.07515       -4.94203
      -13.13794       -0.37389       -2.37095
      -10.33904       -2.62784       -2.34738
       39.29279      -31.51872       -1.64106
       84.94204      -72.39656       -2.97180
      -24.76855       -3.93885       -2.33065
      -23.14875       -0.84984       -2.32168
      -17.06886       -0.52767       -2.33319
       40.09498      -78.03724       -2.72290
      -73.67478       -7.53548       -3.32243
       61.44546      -11.16919       -1.82686
      -10.41227       -6.39027       -2.35205
      -14.80322       -2.47570       -2.04965
      -81.21293       -4.15063       -3.48276
      126.89422       -3.83375       -3.45689
      144.72002       -4.90305       -3.79830
      -12.81313       -7.13923       -2.57858
      119.63919       -6.57685       -3.42968
       81.64818      -33.11555       -1.78875
     -107.33153      -23.51076       -4.07008
     -160.18495      -69.99169       -4.97687
      -12.64970      -66.68067       -3.12074
        0.31641      -20.61382       -2.07954
      237.50404      -75.82839       -5.20386
      -15.84508       -4.23731       -2.24002
       58.73958       -3.09673       -2.20866
       54.80633      -24.43350       -2.07339
      -55.67393       -2.70562       -2.90946
      101.87781       -3.09308       -2.65985
       59.86470       -4.55169       -1.88657
      237.12929     -131.12005       -5.06378
      105.38277      -63.01265       -3.20782
      152.74036      -24.17604       -3.84382
       63.50517       -8.50638       -1.86678
     -191.82201      -76.98792       -5.21187
     -228.84645      -94.97957       -5.03824
      274.97944      -94.36033       -5.06525
       -3.92882      -21.63148       -2.18260
       60.36238      -21.36272       -1.75136
       73.41598       -7.51524       -1.99404
        3.95283      -22.84610       -1.79604
      230.43141      -95.20543       -5.02411
       29.98366      -20.17308       -1.00603
      -98.34452       -5.42887       -3.81227
       98.34956      -53.39508       -2.64062
       96.49796       -5.93690       -2.35335
      155.06245      -11.76221       -4.03313
       40.90717      -25.41304       -1.11338
      -38.56936       -1.62422       -2.60140
      -20.51077      -36.99153       -2.12021
       60.08104      -11.66143       -2.38699
       76.38792      -82.14727       -2.87756
      -29.65707       -5.61662       -2.17947
       67.57201       -3.63470       -2.04551
       82.01882      -13.81071       -2.21434
      -10.99685      -10.17505       -2.68021
     -162.11729      -34.35602       -4.82678
      208.14709      -34.41881       -4.81245
       65.26568       -9.79934       -1.94555
      -66.96707       -3.38485       -3.16278
     -163.52452      -90.89944       -4.88788
       96.61101      -12.60099       -2.13343
      -10.33711       -3.79229       -2.37320
       56.32470       -3.79160       -2.38745
       65.50645       -6.11571       -1.74670
       56.31652       -2.62451       -2.38012
      144.59735      -51.90138       -3.94751
      -40.56766      -20.26588       -2.31002
     -214.02104     -144.15615       -5.05589
      260.07873     -144.05923       -5.06520
      172.80273      -61.76079       -4.36137
       56.40726       -7.77144       -2.38579
      -10.40726       -7.77144       -2.44543
      113.25018       -2.74310       -3.23055
      -23.40801      -57.29418       -2.63536
       56.91873      -15.52837       -2.87812
      -10.68883      -12.62128       -2.42579
       56.49702      -12.57896       -2.59669
     -117.34786      -32.95885       -4.29654
       56.38239       -6.36066       -2.35647
      -10.43894       -5.06621       -2.22490
       45.50953      -21.73750       -2.28824
       56.36787       -5.02177       -2.31387
       30.71994      -21.66060       -1.02142
       42.64170      -18.03765       -1.56610
      -22.78960      -19.58907       -1.70637
       -0.42749      -25.06325       -2.37059
       40.62415      -40.00540       -1.94317
      135.28835       -8.73680       -3.55666
      -27.39458      -15.10342       -1.94962
       56.44166       -9.27417       -2.43050
      -59.80156      -12.32175       -2.99441
       31.70182      -18.11943       -1.03701
       56.46196      -10.87425       -2.51147
       18.39725      -18.08437       -1.07838
      -50.84320       -4.48923       -2.90449
       56.31818       -1.55853       -2.37953
      -10.30272       -1.53613       -2.43729
      -42.26898       -3.40783       -2.71576
       61.94876       -2.21236       -2.23599
     -222.28550      -75.93098       -5.26933
      268.42665      -75.27537       -5.32284
       26.87836      -21.01140       -0.73833
      -11.77661      -44.13537       -2.05109
      163.27960      -34.24375       -4.06072
       27.36261      -23.35571       -0.85918
       -1.14019      -51.25289       -2.28498
        6.96690      -20.36883       -1.54766
       56.60957       -0.24475       -2.56789
      -10.60957       -0.24475       -2.59147
       60.81000       -2.67540       -2.19475
       -7.75714      -20.52927       -2.23163
       49.63219      -24.25202       -2.08893
      -12.27168       -1.35626       -2.53153
      -10.64176       -2.08194       -2.38737
       33.03071      -18.56599       -0.93865
       41.39200      -18.49123       -1.61984
       19.68371      -18.52895       -1.02089
       56.25186       -0.57711       -2.60000
      -10.25186       -0.57711       -2.61554
       81.48164       -2.97128       -2.52559
       59.42142      -32.94018       -1.93568
      109.28175      -12.62486       -2.78607
      -10.67615       -3.20560       -2.35388
       84.58156       -1.48748       -2.55908
      -27.43750       -6.88331       -2.39103
