298
1	1	2	4	3	6.727994823451439	-9.990549
2	2	3	5	4	6.442509451942912	-9.989783
3	3	4	6	5	6.298112918314334	-9.989108
4	4	5	7	6	6.3152216592462995	-9.988669
5	5	6	8	7	6.340189778663062	-9.988461
6	6	7	9	8	6.470893888450096	-9.988425
7	7	8	10	9	6.3455514471120695	-9.988132
8	8	9	11	10	6.430757703419218	-9.988405
9	9	10	12	11	7.0151826092797265	-9.988745
10	10	11	13	12	6.577163267313096	-9.985521
11	11	12	14	13	6.234103133980351	-9.982539
12	12	13	15	14	6.577096259895394	-9.984446
13	13	14	16	15	6.713059516166284	-9.9866
14	14	15	17	16	6.520580137310911	-9.984002
15	15	16	18	17	6.4518118999845715	-9.979136
16	16	17	19	18	6.8016379705247685	-9.984674
17	17	18	20	19	6.442150318944145	-9.984929
18	18	19	21	20	6.380162199163232	-9.978549
19	19	20	22	21	6.6359622111744505	-9.986728
20	20	21	23	22	6.561414535236474	-9.981329
21	21	22	24	23	6.492728989850547	-9.997513
22	1	2	5	4	1.660651173360279	-9.96924
23	2	3	6	5	1.6690431679026998	-9.968534
24	3	4	7	6	1.6400293922970022	-9.96783
25	4	5	8	7	1.6416223431357921	-9.967442
26	5	6	9	8	1.6640134616462057	-9.968621
27	6	7	10	9	1.6438649136688344	-9.969469
28	7	8	11	10	1.6577265714088725	-9.971776
29	8	9	12	11	1.6717284187398633	-9.973187
30	9	10	13	12	1.704620712321276	-9.968616
31	10	11	14	13	1.6666631526835678	-9.960519
32	11	12	15	14	1.6646967308003164	-9.961852
33	12	13	16	15	1.7110918913487627	-9.973014
34	13	14	17	16	1.6693557861841302	-9.980438
35	14	15	18	17	1.6753787702586982	-9.972224
36	15	16	19	18	1.6647539502303708	-9.983071
37	16	17	20	19	1.6486904567051046	-10.006033
38	17	18	21	20	1.6498908984152787	-10.005465
39	18	19	22	21	1.6077537188003548	-10.020373
40	19	20	23	22	1.564213221510581	-10.03845
41	20	21	24	23	1.556961029728638	-10.064809
42	1	2	6	5	0.6784832039075247	-9.946584
43	2	3	7	6	0.6733828164628396	-9.94761
44	3	4	8	7	0.6676796736213546	-9.94988
45	4	5	9	8	0.6743021860948528	-9.953276
46	5	6	10	9	0.6680125780820118	-9.959573
47	6	7	11	10	0.6686926130640833	-9.966704
48	7	8	12	11	0.6687794914151887	-9.973633
49	8	9	13	12	0.6703727523134156	-9.970837
50	9	10	14	13	0.6753867731170249	-9.958974
51	10	11	15	14	0.6677642988174163	-9.9567
52	11	12	16	15	0.6696173882009522	-9.974226
53	12	13	17	16	0.6512387635241585	-10.002626
54	13	14	18	17	0.6477112758591211	-10.010408
55	14	15	19	18	0.6420702796477029	-10.025577
56	15	16	20	19	0.6147976480824419	-10.070812
57	16	17	21	20	0.6026450143989366	-10.104453
