338
59	6	9	30	27     0.0112	 -4.8266     0.00012	   1.1267
60	6	9	39	36     0.0045	 -11.7467    0.00007	   4.0938
61	6	9	16	13     0.4773	 -6.3313     0.00150	   1.4923
62	6	9	22	19     0.0516	 -2.8276     0.00032	   0.8811
63	6	9	25	22     0.0283	 -4.1288     0.00021	   1.0098
64	6	9	31	28     0.0100	 -6.2077     0.00011	   1.4565
65	7	10	15	12     3.4963	 -9.7695     0.01845	   2.9108
66	7	10	18	15     0.2136	 -6.3604     0.00079	   1.5009
67	7	10	30	27     0.0130	 -6.2731     0.00013	   1.4753
68	7	10	36	33     0.0073	 -20.4186    0.00009	   12.4497
69	7	10	42	39     0.0033	 -16.5369    0.00005	   8.0717
70	7	10	16	13     1.0932	 -6.8765     0.00370	   1.6632
71	7	10	19	16     0.1414	 -4.7612     0.00059	   1.1143
72	7	10	22	19     0.0668	 -2.1371     0.00038	   0.8600
73	7	10	17	14     0.4744	 -7.0436     0.00150	   1.7196
74	7	10	23	20     0.0531	 -1.1921     0.00033	   0.8841
75	7	10	26	23     0.0293	 -2.9221     0.00021	   0.8866
76	7	10	32	29     0.0106	 -5.0447     0.00012	   1.1701
77	7	10	35	32     0.0079	 -13.6657    0.00010	   5.4984
78	7	10	38	35     0.0059	 -6.1350     0.00008	   1.4358
79	8	11	16	13     3.4554	 -9.7622     0.01824	   2.9070
80	8	11	19	16     0.2421	 -7.3780     0.00087	   1.8383
81	8	11	31	28     0.0142	 -12.1174    0.00014	   4.3454
82	8	11	37	34     0.0077	 -20.0987    0.00010	   12.0499
83	8	11	17	14     1.2066	 -7.4652     0.00403	   1.8705
84	8	11	23	20     0.0732	 -2.2970     0.00039	   0.8620
85	8	11	26	23     0.0378	 -5.0883     0.00025	   1.1791
86	8	11	18	15     0.4254	 -5.8225     0.00138	   1.3513
87	8	11	24	21     0.0587	 -2.6241     0.00035	   0.8715
88	8	11	27	24     0.0289	 -4.0343     0.00021	   0.9966
89	8	11	30	27     0.0160	 -3.0457     0.00015	   0.8946
90	9	12	17	14     3.0906	 -8.7882     0.01636	   2.4233
91	9	12	20	17     0.2596	 -4.7248     0.00091	   1.1076
92	9	12	23	20     0.0934	 -2.1298     0.00046	   0.8600
93	9	12	26	23     0.0446	 -3.1257     0.00028	   0.9003
94	9	12	32	29     0.0143	 -4.3687     0.00014	   1.0462
95	9	12	38	35     0.0074	 -6.3313     0.00009	   1.4923
96	9	12	18	15     0.8341	 -5.6625     0.00292	   1.3106
97	9	12	24	21     0.0726	 -2.4715     0.00039	   0.8661
98	9	12	27	24     0.0337	 -3.5036     0.00023	   0.9335
99	9	12	30	27     0.0181	 -5.0083     0.00016	   1.1626
100	9	12	39	36     0.0065	 -13.8838    0.00009	   5.6740
101	9	12	19	16     0.3978	 -5.8515     0.00134	   1.3589
102	9	12	25	22     0.0550	 -2.2679     0.00032	   0.8615
103	9	12	31	28     0.0159	 -4.7757     0.00015	   1.1170
104	10	13	18	15     2.2843	 -6.8619     0.01219	   1.6583
105	10	13	21	18     0.2937	 -2.5805     0.00099	   0.8698
106	10	13	24	21     0.1014	 -4.3614     0.00048	   1.0451
107	10	13	33	30     0.0152	 -6.4330     0.00014	   1.5227
108	10	13	36	33     0.0112	 -13.3967    0.00012	   5.2863
109	10	13	19	16     0.8257	 -4.8484     0.00290	   1.1309
110	10	13	37	34     0.0098	 -15.3594    0.00011	   6.9479
111	10	13	43	40     0.0045	 -11.2815    0.00007	   3.7913
112	10	13	20	17     0.4687	 -6.1278     0.00151	   1.4338
113	10	13	26	23     0.0585	 -2.4569     0.00034	   0.8657
114	10	13	38	35     0.0087	 -2.9367     0.00010	   0.8875
115	11	14	19	16     1.7621	 -5.1246     0.00949	   1.1868
116	11	14	25	22     0.0909	 -2.5587     0.00045	   0.8690
117	11	14	31	28     0.0211	 -4.2887     0.00017	   1.0336
118	11	14	37	34     0.0104	 -11.0052    0.00012	   3.6187
119	11	14	46	43     0.0035	 -9.2025     0.00005	   2.6211
120	11	14	20	17     0.8206	 -5.6189     0.00288	   1.2999
121	11	14	32	29     0.0188	 -5.4735     0.00016	   1.2649
122	11	14	38	35     0.0090	 -7.4870     0.00011	   1.8787
123	11	14	21	18     0.4559	 -4.1797     0.00148	   1.0172
124	11	14	24	21     0.1297	 -2.1734     0.00055	   0.8603
125	11	14	27	24     0.0500	 -2.2388     0.00030	   0.8611
126	11	14	30	27     0.0243	 -3.1693     0.00019	   0.9037
127	11	14	39	36     0.0079	 -6.5494     0.00010	   1.5582
128	12	15	20	17     2.0243	 -4.4050     0.01085	   1.0521
129	12	15	23	20     0.2905	 -4.1288     0.00098	   1.0098
130	12	15	32	29     0.0223	 -3.3873     0.00018	   0.9222
131	12	15	38	35     0.0104	 -5.3136     0.00012	   1.2280
132	12	15	47	44     0.0036	 -10.8526    0.00006	   3.5256
133	12	15	21	18     0.8980	 -3.5981     0.00312	   0.9433
134	12	15	24	21     0.1916	 -5.3427     0.00072	   1.2346
135	12	15	30	27     0.0295	 -3.8017     0.00021	   0.9665
136	12	15	39	36     0.0090	 -4.7394     0.00011	   1.1102
137	12	15	22	19     0.4770	 -4.4777     0.00153	   1.0641
138	12	15	25	22     0.1268	 -1.3084     0.00055	   0.8778
139	12	15	31	28     0.0252	 -4.6521     0.00019	   1.0943
140	13	16	21	18     2.0882	 -6.0333     0.01118	   1.4076
141	13	16	30	27     0.0325	 -3.1620     0.00023	   0.9031
142	13	16	36	33     0.0143	 -8.1413     0.00014	   2.1380
143	13	16	39	36     0.0092	 -6.4476     0.00011	   1.5271
144	13	16	42	39     0.0060	 -14.9596    0.00008	   6.5880
145	13	16	22	19     0.8772	 -5.6698     0.00305	   1.3125
146	13	16	25	22     0.1716	 -1.9772     0.00067	   0.8598
147	13	16	31	28     0.0274	 -5.7352     0.00020	   1.3289
148	13	16	37	34     0.0125	 -12.7207    0.00013	   4.7751
149	13	16	23	20     0.4712	 -3.7144     0.00152	   0.9562
150	13	16	26	23     0.1193	 -1.6791     0.00053	   0.8640
151	13	16	32	29     0.0239	 -3.3801     0.00018	   0.9216
152	13	16	35	32     0.0159	 -7.0436     0.00015	   1.7196
153	13	16	38	35     0.0107	 -4.3977     0.00012	   1.0509
154	14	17	22	19     2.1722	 -7.1163     0.01161	   1.7448
155	14	17	25	22     0.2657	 -2.2825     0.00092	   0.8617
156	14	17	31	28     0.0313	 -2.4569     0.00022	   0.8657
157	14	17	37	34     0.0137	 -5.5753     0.00013	   1.2892
158	14	17	23	20     0.9493	 -5.8951     0.00327	   1.3704
159	14	17	26	23     0.1705	 -1.9190     0.00067	   0.8601
160	14	17	32	29     0.0269	 -1.6719     0.00020	   0.8642
161	14	17	38	35     0.0115	 -5.8370     0.00012	   1.3551
162	14	17	47	44     0.0037	 -25.0198    0.00006	   18.9782
163	14	17	24	21     0.4929	 -5.0519     0.00157	   1.1716
164	14	17	27	24     0.1052	 -0.2980     0.00048	   0.9633
165	14	17	39	36     0.0099	 -4.0561     0.00011	   0.9996
166	15	18	23	20     2.8266	 -8.0468     0.01500	   2.0987
167	15	18	26	23     0.3041	 -4.9865     0.00101	   1.1582
168	15	18	24	21     1.1949	 -7.4144     0.00400	   1.8517
169	15	18	27	24     0.1678	 -4.8048     0.00066	   1.1225
170	15	18	39	36     0.0110	 -9.7404     0.00012	   2.8954
171	15	18	25	22     0.5375	 -4.4922     0.00167	   1.0665
172	15	18	31	28     0.0381	 -2.1589     0.00025	   0.8602
173	16	19	24	21     3.5740	 -10.4528    0.01885	   3.2893
174	16	19	27	24     0.3264	 -4.1869     0.00106	   1.0183
175	16	19	33	30     0.0354	 -1.8681     0.00024	   0.8606
176	16	19	36	33     0.0224	 -4.1506     0.00018	   1.0130
177	16	19	39	36     0.0137	 -4.7903     0.00013	   1.1198
178	16	19	25	22     1.3190	 -6.3095     0.00436	   1.4859
179	16	19	26	23     0.6606	 -5.2119     0.00196	   1.2055
180	16	19	35	32     0.0255	 -5.1174     0.00019	   1.1852
181	16	19	38	35     0.0161	 -4.1579     0.00015	   1.0140
182	17	20	25	22     3.6278	 -9.5442     0.01913	   2.7930
183	17	20	28	25     0.3082	 -3.3365     0.00102	   0.9176
184	17	20	31	28     0.0760	 -2.2679     0.00040	   0.8615
185	17	20	34	31     0.0394	 -1.4247     0.00026	   0.8725
186	17	20	37	34     0.0242	 -3.7726     0.00019	   0.9630
187	17	20	26	23     1.5424	 -7.9232     0.00501	   2.0483
188	17	20	29	26     0.1573	 -0.6906     0.00063	   0.9218
189	17	20	32	29     0.0600	 -2.8276     0.00034	   0.8811
190	17	20	38	35     0.0201	 -4.7248     0.00017	   1.1076
191	17	20	41	38     0.0118	 -1.7736     0.00012	   0.8620
192	17	20	27	24     0.6801	 -6.0551     0.00200	   1.4136
193	17	20	39	36     0.0170	 -3.9907     0.00015	   0.9906
194	18	21	39	36     0.0205	 -4.1651     0.00017	   1.0151
195	18	21	42	39     0.0123	 -6.4694     0.00013	   1.5337
196	18	21	48	45     0.0059	 -11.4705    0.00008	   3.9124
197	18	21	46	43     0.0073	 -4.8121     0.00009	   1.1239
198	19	22	27	24     4.1202	 -9.9149     0.02167	   2.9887
199	19	22	30	27     0.2699	 -2.6895     0.00093	   0.8743
200	19	22	33	30     0.0875	 -2.3261     0.00044	   0.8625
201	19	22	36	33     0.0459	 -5.1392     0.00029	   1.1899
202	19	22	39	36     0.0252	 -3.9034     0.00019	   0.9792
203	19	22	42	39     0.0146	 -5.5753     0.00014	   1.2892
204	19	22	28	25     1.3745	 -7.8505     0.00452	   2.0191
205	19	22	31	28     0.1687	 -4.0270     0.00066	   0.9956
206	19	22	43	40     0.0126	 -8.7228     0.00013	   2.3931
207	19	22	46	43     0.0086	 -8.4393     0.00010	   2.2658
208	19	22	29	26     0.5149	 -4.6740     0.00162	   1.0983
209	19	22	32	29     0.1193	 -2.2679     0.00053	   0.8615
210	19	22	35	32     0.0541	 -2.9948     0.00032	   0.8912
211	19	22	47	44     0.0074	 -13.4331    0.00009	   5.3146
212	20	23	28	25     3.3738	 -8.6646     0.01782	   2.3665
213	20	23	31	28     0.2586	 -2.0571     0.00091	   0.8597
214	20	23	37	34     0.0449	 -2.8276     0.00028	   0.8811
215	20	23	29	26     1.0282	 -5.0374     0.00350	   1.1686
216	20	23	32	29     0.1707	 -1.3157     0.00067	   0.8775
217	20	23	38	35     0.0362	 -3.5763     0.00024	   0.9410
218	20	23	41	38     0.0196	 -3.5327     0.00016	   0.9364
219	20	23	30	27     0.4588	 -2.4351     0.00148	   0.8651
220	20	23	39	36     0.0298	 -2.8931     0.00021	   0.8848
221	20	23	42	39     0.0171	 -5.9896     0.00015	   1.3957
222	21	24	29	26     2.5228	 -5.8225     0.01343	   1.3513
223	21	24	32	29     0.2632	 -2.2825     0.00092	   0.8617
224	21	24	38	35     0.0445	 -3.2202     0.00028	   0.9077
225	21	24	41	38     0.0234	 -3.4891     0.00018	   0.9320
226	21	24	30	27     0.8932	 -3.2420     0.00310	   0.9095
227	21	24	33	30     0.1709	 -2.1153     0.00067	   0.8599
228	21	24	39	36     0.0359	 -3.9979     0.00024	   0.9916
229	21	24	31	28     0.4378	 -2.8567     0.00143	   0.8827
230	21	24	37	34     0.0567	 -1.7809     0.00033	   0.8619
231	22	25	30	27     2.3075	 -6.2949     0.01231	   1.4817
232	22	25	33	30     0.2634	 -3.0312     0.00092	   0.8936
233	22	25	36	33     0.0933	 -1.5992     0.00046	   0.8662
234	22	25	31	28     0.8783	 -4.9938     0.00306	   1.1596
235	22	25	37	34     0.0707	 -2.7768     0.00038	   0.8785
236	22	25	32	29     0.4504	 -3.5763     0.00146	   0.9410
237	23	26	31	28     2.3986	 -8.0468     0.01278	   2.0987
238	23	26	37	34     0.0943	 -2.4787     0.00046	   0.8664
239	23	26	32	29     0.9560	 -5.4808     0.00329	   1.2666
240	23	26	38	35     0.0697	 -3.5036     0.00038	   0.9335
241	23	26	41	38     0.0324	 -3.3801     0.00023	   0.9216
242	23	26	33	30     0.4753	 -4.7394     0.00152	   1.1102
243	23	26	36	33     0.1304	 -1.8245     0.00056	   0.8612
244	23	26	39	36     0.0538	 -3.4528     0.00032	   0.9285
245	23	26	42	39     0.0270	 -4.5795     0.00020	   1.0815
246	23	26	45	42     0.0159	 -26.5972    0.00014	   21.5505
247	24	27	32	29     2.1855	 -7.2544     0.01168	   1.7936
248	24	27	38	35     0.0853	 -2.2825     0.00043	   0.8617
249	24	27	41	38     0.0369	 -4.1797     0.00025	   1.0172
250	24	27	47	44     0.0130	 -16.4279    0.00013	   7.9637
251	24	27	33	30     0.8818	 -5.7207     0.00307	   1.3252
252	24	27	39	36     0.0640	 -3.1402     0.00036	   0.9014
253	24	27	42	39     0.0299	 -4.3323     0.00022	   1.0405
254	24	27	45	42     0.0175	 -13.6293    0.00015	   5.4694
255	24	27	34	31     0.4394	 -4.0125     0.00144	   0.9936
256	24	27	46	43     0.0150	 -25.9575    0.00014	   20.4867
257	25	28	33	30     2.2754	 -7.2399     0.01215	   1.7884
258	25	28	36	33     0.2715	 -2.3188     0.00094	   0.8624
259	25	28	39	36     0.0820	 -3.1475     0.00042	   0.9020
260	25	28	34	31     0.8838	 -3.8889     0.00307	   0.9774
261	25	28	37	34     0.1716	 -1.5701     0.00067	   0.8671
262	25	28	43	40     0.0284	 -3.2565     0.00021	   0.9107
263	25	28	46	43     0.0167	 -9.0208     0.00015	   2.5329
264	25	28	35	32     0.4307	 -2.9512     0.00142	   0.8884
265	25	28	38	35     0.1143	 -1.3811     0.00051	   0.8744
266	26	29	34	31     2.3349	 -6.1205     0.01245	   1.4318
267	26	29	37	34     0.2690	 -2.2607     0.00093	   0.8614
268	26	29	35	32     0.8709	 -4.5213     0.00304	   1.0714
269	26	29	38	35     0.1641	 -2.1952     0.00065	   0.8605
270	26	29	47	44     0.0159	 -22.4975    0.00014	   15.2195
271	26	29	36	33     0.4766	 -3.5691     0.00153	   0.9402
272	26	29	39	36     0.1105	 -2.5296     0.00050	   0.8680
273	27	30	35	32     2.1277	 -4.9356     0.01138	   1.1480
274	27	30	38	35     0.2650	 -2.4060     0.00092	   0.8643
275	27	30	41	38     0.0713	 -3.7871     0.00038	   0.9648
276	27	30	47	44     0.0189	 -7.5307     0.00016	   1.8950
277	27	30	36	33     0.9779	 -4.0197     0.00335	   0.9946
278	27	30	39	36     0.1653	 -5.3572     0.00065	   1.2379
279	27	30	37	34     0.4824	 -2.7986     0.00154	   0.8796
280	28	31	36	33     2.5733	 -6.6511     0.01369	   1.5901
281	28	31	39	36     0.2838	 -4.2305     0.00097	   1.0248
282	28	31	37	34     1.0492	 -4.8339     0.00357	   1.1281
283	28	31	40	37     0.1592	 -3.0893     0.00064	   0.8977
284	28	31	38	35     0.5018	 -4.4413     0.00159	   1.0580
285	28	31	41	38     0.1022	 -1.9117     0.00047	   0.8602
286	29	32	37	34     2.6022	 -5.4372     0.01384	   1.2563
287	29	32	40	37     0.2688	 -5.1028     0.00093	   1.1822
288	29	32	46	43     0.0351	 -2.0135     0.00025	   0.8597
289	29	32	38	35     1.0513	 -5.2482     0.00357	   1.2135
290	29	32	41	38     0.1575	 -3.3873     0.00063	   0.9222
291	29	32	39	36     0.5353	 -4.6667     0.00167	   1.0969
292	29	32	42	39     0.1045	 -1.3666     0.00048	   0.8750
293	30	33	38	35     2.2630	 -6.6438     0.01208	   1.5878
294	30	33	41	38     0.2392	 -4.8775     0.00086	   1.1365
295	30	33	39	36     1.0077	 -5.4299     0.00344	   1.2546
296	30	33	42	39     0.1463	 -5.1901     0.00060	   1.2008
297	30	33	40	37     0.4513	 -6.1205     0.00147	   1.4318
298	30	33	46	43     0.0428	 -2.5369     0.00028	   0.8682
299	31	34	39	36     2.5910	 -6.8546     0.01378	   1.6559
300	31	34	42	39     0.2383	 -5.9606     0.00085	   1.3878
301	31	34	45	42     0.0729	 -2.9803     0.00039	   0.8902
302	31	34	40	37     0.9545	 -6.2077     0.00329	   1.4565
303	31	34	43	40     0.1479	 -2.7622     0.00060	   0.8777
304	31	34	41	38     0.4372	 -5.4227     0.00141	   1.2530
305	31	34	47	44     0.0441	 -2.7477     0.00030	   0.8770
306	32	35	40	37     2.3911	 -7.2108     0.01275	   1.7780
307	32	35	43	40     0.2323	 -3.6636     0.00084	   0.9505
308	32	35	46	43     0.0743	 -1.0758     0.00041	   0.8913
309	32	35	41	38     0.8976	 -5.4881     0.00312	   1.2683
310	32	35	47	44     0.0567	 -1.9772     0.00034	   0.8598
311	32	35	42	39     0.4193	 -4.9138     0.00137	   1.1436
312	33	36	41	38     2.1346	 -6.0405     0.01142	   1.4096
313	33	36	44	41     0.2154	 -3.1475     0.00079	   0.9020
314	33	36	47	44     0.0738	 -1.8972     0.00041	   0.8603
315	33	36	42	39     0.8096	 -4.7030     0.00285	   1.1036
316	33	36	48	45     0.0563	 -1.9917     0.00036	   0.8597
317	33	36	43	40     0.3875	 -4.6303     0.00129	   1.0904
318	34	37	42	39     2.0168	 -4.9938     0.01081	   1.1596
319	34	37	45	42     0.2146	 -2.5587     0.00078	   0.8690
320	34	37	48	45     0.0732	 -1.5846     0.00041	   0.8667
321	34	37	43	40     0.7589	 -3.9979     0.00264	   0.9916
322	34	37	44	41     0.3602	 -6.1205     0.00121	   1.4318
323	35	38	43	40     1.8171	 -5.5680     0.00977	   1.2874
324	35	38	44	41     0.6683	 -4.3832     0.00237	   1.0486
325	35	38	45	42     0.3455	 -4.9211     0.00117	   1.1451
326	36	39	44	41     1.4299	 -4.3687     0.00776	   1.0462
327	36	39	47	44     0.1960	 -3.4964     0.00073	   0.9328
328	36	39	45	42     0.5921	 -2.8131     0.00214	   0.8803
329	36	39	48	45     0.1291	 -7.9305     0.00057	   2.0512
330	36	39	46	43     0.3226	 -3.1547     0.00110	   0.9025
331	37	40	45	42     1.3162	 -4.2814     0.00704	   1.0325
332	37	40	46	43     0.5743	 -4.7030     0.00205	   1.1036
333	37	40	47	44     0.3072	 -2.6386     0.00104	   0.8721
334	38	41	46	43     1.3558	 -3.8889     0.00725	   0.9774
335	38	41	47	44     0.5713	 -3.6127     0.00200	   0.9449
336	39	42	47	44     1.2686	 -3.3583     0.00668	   0.9196
337	39	42	48	45     0.5425	 -1.8100     0.00181	   0.8614
338	40	43	48	45     1.2047	 -2.8785     0.00614	   0.8840
