         338
   1   1   4   9   6  0.17820030E+01      0.000000      0.9953E+02
   2   1   4  15  12  0.11654410E+00      0.000000      0.1002E+03
   3   1   4  27  24  0.11951276E-01      0.000000      0.9979E+02
   4   1   4  30  27  0.82372215E-02      0.000000      0.9973E+02
   5   1   4  36  33  0.43946498E-02      0.000000      0.9965E+02
   6   1   4  10   7  0.88232747E+00      0.000000      0.9979E+02
   7   1   4  16  13  0.88677917E-01      0.000000      0.1003E+03
   8   1   4  29  26  0.92774221E-02      0.000000      0.9974E+02
   9   1   4  35  32  0.48373508E-02      0.000000      0.9967E+02
  10   2   5  10   7  0.17817120E+01      0.000000      0.9951E+02
  11   2   5  16  13  0.11648975E+00      0.000000      0.1002E+03
  12   2   5  19  16  0.54848127E-01      0.000000      0.1002E+03
  13   2   5  31  28  0.82327732E-02      0.000000      0.9967E+02
  14   2   5  37  34  0.43925900E-02      0.000000      0.9960E+02
  15   2   5  11   8  0.88211919E+00      0.000000      0.9977E+02
  16   2   5  17  14  0.88634388E-01      0.000000      0.1002E+03
  17   2   5  12   9  0.51095953E+00      0.000000      0.9988E+02
  18   2   5  15  12  0.15759456E+00      0.000000      0.1001E+03
  19   2   5  30  27  0.92723471E-02      0.000000      0.9969E+02
  20   3   6  11   8  0.17815589E+01      0.000000      0.9950E+02
  21   3   6  17  14  0.11645449E+00      0.000000      0.1002E+03
  22   3   6  23  20  0.30100435E-01      0.000000      0.1000E+03
  23   3   6  26  23  0.18283802E-01      0.000000      0.9982E+02
  24   3   6  32  29  0.82293375E-02      0.000000      0.9963E+02
  25   3   6  12   9  0.88200407E+00      0.000000      0.9975E+02
  26   3   6  30  27  0.10490968E-01      0.000000      0.9967E+02
  27   3   6  13  10  0.51087130E+00      0.000000      0.9986E+02
  28   3   6  16  13  0.15755103E+00      0.000000      0.1001E+03
  29   3   6  31  28  0.92684413E-02      0.000000      0.9965E+02
  30   4   7  12   9  0.17814707E+01      0.000000      0.9950E+02
  31   4   7  15  12  0.32530651E+00      0.000000      0.9993E+02
  32   4   7  24  21  0.30091569E-01      0.000000      0.1000E+03
  33   4   7  27  24  0.18278001E-01      0.000000      0.9979E+02
  34   4   7  13  10  0.88193534E+00      0.000000      0.9974E+02
  35   4   7  16  13  0.22104578E+00      0.000000      0.1000E+03
  36   4   7  14  11  0.51081696E+00      0.000000      0.9985E+02
  37   4   7  17  14  0.15752216E+00      0.000000      0.1001E+03
  38   4   7  20  17  0.69004686E-01      0.000000      0.1002E+03
  39   4   7  32  29  0.92654177E-02      0.000000      0.9961E+02
  40   4   7  38  35  0.48318406E-02      0.000000      0.9955E+02
  41   5   8  13  10  0.17814163E+01      0.000000      0.9949E+02
  42   5   8  16  13  0.32527764E+00      0.000000      0.9992E+02
  43   5   8  14  11  0.88189182E+00      0.000000      0.9974E+02
  44   5   8  17  14  0.22102193E+00      0.000000      0.9999E+02
  45   5   8  15  12  0.51078170E+00      0.000000      0.9985E+02
  46   5   8  21  18  0.68992659E-01      0.000000      0.1002E+03
  47   5   8  24  21  0.36263401E-01      0.000000      0.1001E+03
  48   5   8  27  24  0.21380128E-01      0.000000      0.9983E+02
  49   5   8  30  27  0.13661400E-01      0.000000      0.9967E+02
  50   6   9  14  11  0.17813811E+01      0.000000      0.9949E+02
  51   6   9  17  14  0.32525776E+00      0.000000      0.9991E+02
  52   6   9  26  23  0.30079845E-01      0.000000      0.9996E+02
  53   6   9  32  29  0.11930274E-01      0.000000      0.9961E+02
